product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
b7c082547bcb8ee0d7537b17668bc108,sinalizacao_e_seguranca,47,686,1,233,22,17,15
15c6285354cb4294fba984d48fd19805,bebidas,28,932,1,1400,25,25,25
3606696d19bbcad6cb6c0e985749862f,automotivo,56,882,4,450,16,9,15
e002889aa3b0026aa7dd040d8344a14b,esporte_lazer,55,1889,5,650,38,10,28
2944c269bc95271a46f4c63f07149b0a,cool_stuff,58,681,3,275,16,16,13
7b85e3deef35afd6ebed5461ee8f0641,informatica_acessorios,56,617,1,1583,18,15,12
6fd08d44046ab994b96ff38ad6fcfba1,bebes,60,865,1,500,23,23,23
f2886fbf788880954be8b4399aead7c8,informatica_acessorios,40,522,3,200,20,20,20
fc13bac52be6640d9a77f54894e2c0e6,beleza_saude,42,1158,1,550,17,9,13
81c891c541361f1108fe9e2a645324d9,cool_stuff,47,832,3,13900,34,93,34
51fe26bc4bb0f89f07096d8c96b35476,,,,,200,16,2,11
d48bacc1dcd9c86bf1ed4ed2a303336c,brinquedos,52,752,3,1232,38,18,25
06c38a87544301cba8b0fb5a0796383d,brinquedos,45,553,5,2300,98,12,20
ec72556b5da399d24fe06338e816a9ac,papelaria,45,151,2,233,20,11,15
b980f3256c981fc178514325143b1fc8,informatica_acessorios,59,1130,2,243,17,15,12
c62dee961914cc2e49239963b04258ec,moveis_escritorio,63,1352,1,25400,64,30,74
0e8e65e0044a4d888d422517f545ba2e,brinquedos,41,177,1,900,24,19,17
cfa7ee31b3e91eacffe78176dc964965,telefonia,19,288,1,203,14,16,14
2a97ccde48b4f516a7a76352d03eff88,cama_mesa_banho,56,527,5,825,29,17,28
cc4683230056b8f1c0df24f7e335d3ca,utilidades_domesticas,49,821,3,500,16,15,15
d696750e550fd0f733979dd7e5dff921,utilidades_domesticas,44,916,2,950,53,5,13
a8fe47ad6f852f93cc92c7b408687de3,esporte_lazer,27,202,5,400,70,10,20
92e2d2146e433cd4d1f09a3f8633ead0,cama_mesa_banho,53,714,1,1200,33,18,26
592cc6634d2c783d297effc0b828bc37,eletronicos,57,1198,2,250,20,20,20
54d04fc6ad1839346b6fe2c94687fd74,esporte_lazer,37,377,1,300,20,17,17
173e9fe34bfe97f3a5e6dc57fe897b74,livros_tecnicos,36,890,1,950,29,3,21
9d395a6bc9dbad2dfe60c8c92d8df397,moveis_decoracao,59,2001,3,850,69,11,11
63094ac128b54dd72d511043411df079,fashion_bolsas_e_acessorios,55,255,1,150,21,9,14
d4f91ac96799dc3d9221293e29892e30,brinquedos,43,713,3,700,35,7,35
b5db6f00bc0bd85e37440f992dc8df81,brinquedos,49,1214,2,400,23,20,20
cc5447118c174dcc6456c84ccb29e6f7,perfumaria,25,549,1,550,19,13,18
601a360bd2a916ecef0e88de72a6531a,cool_stuff,33,897,1,1600,42,25,15
af56e0203193f066ed64cbbbbf95ae6a,esporte_lazer,50,1290,3,750,25,7,25
eba7488e1c67729f045ab43fac426f2e,perfumaria,43,259,1,610,22,14,16
0105b5323d24fc655f73052694dbbb3a,pc_gamer,59,621,4,2839,19,16,18
d5d74b90b07cc3536b8eade784014438,brinquedos,44,582,1,1350,45,20,18
38ad86e536a0e27c5a4d2dc30964259d,telefonia,60,540,2,300,17,4,12
2e77ba2c0bbbfb6e03e988077395308e,utilidades_domesticas,42,151,5,200,16,6,12
729834518009d0ecf002340e2b9e34df,cool_stuff,51,873,3,1400,18,9,27
f9be8e0e5acd947d8f49dbc390b9ab20,cama_mesa_banho,60,322,1,2400,45,15,35
f3378729b1a09fa8f2c42e2457d6b1da,papelaria,57,182,3,400,24,7,14
b17a4e7b997ea645dd323bb1bed802ac,,,,,600,24,4,15
96f8ecb5e5705b3b726d7e3022622575,moveis_decoracao,54,1413,5,450,35,2,25
e27c4dd075a521097a085bced0631ce7,moveis_sala,31,618,2,9750,27,15,92
38b5079a807bb9f22ddfa46f929accee,perfumaria,55,633,5,200,16,2,11
a56fbff66c12c1ef311cac69e7f2d5fb,moveis_decoracao,48,493,2,600,30,20,20
dab1da142d5a95b9200cef4675a3f9fa,esporte_lazer,57,801,1,1600,23,24,18
89a533915d1f4f365c123a333e7b0d53,beleza_saude,52,1336,1,2150,50,50,11
45bb83550ff78aa259858ff41921129a,eletroportateis,50,1423,1,3525,33,35,34
44a36ac829dfa2dace1d880985b71344,beleza_saude,50,533,3,243,20,14,19
154e7e31ebfa092203795c972e5804a6,beleza_saude,48,575,1,100,20,15,15
8d3995daf4103cf13ff5400bf66c1587,bebes,30,1570,3,300,30,10,20
2535db191954746776aa1f51dc1a9651,beleza_saude,43,341,1,350,18,14,15
e0c53c03a642ddca93689255bd4af194,artigos_de_natal,54,821,2,283,16,12,14
f1d4ce8c6dd66c47bbaa8c6781c2a923,bebes,52,828,4,4950,40,10,40
45e967683e7292b195609137fadaf2fe,automotivo,57,453,4,100,21,2,17
4d012181c7a23a79f84dc6cdd1cb1c04,brinquedos,20,274,1,6550,54,40,15
4161c903c8834f814fda62d066031d74,alimentos_bebidas,52,595,1,500,33,21,27
c5f80e9b4f6f51bc7cdb5d004643262a,beleza_saude,58,767,5,8900,38,88,30
8d39a63db6a98e40571f486e0c711cf7,,,,,450,16,7,11
3bf5c74c4cd6c31533bd6abf7c3d5a13,telefonia,60,317,1,100,19,5,11
aa0d48704d551d1247be98ca06dfa990,cama_mesa_banho,58,1626,4,250,16,22,11
4f3192a28c9da057319996e1502dc216,cool_stuff,38,1499,1,4317,30,40,28
354a74f657f4d957f2a0e5b9ee1eeb7f,esporte_lazer,43,1188,1,2950,36,38,36
bd45d419cafca91f96772c2b59f0e0da,relogios_presentes,56,1068,1,280,16,13,14
7384a19bf6df5d6139bc52286cd26c2e,alimentos_bebidas,46,553,2,9550,57,40,25
1cf22c0593f2ba8ecf404d0945a2036a,construcao_ferramentas_construcao,60,996,1,5500,16,45,15
f83c9874b5b5044ea58fef1be68c1ea8,cool_stuff,52,791,6,5200,63,2,79
19c91ef95d509ea33eda93495c4d3481,beleza_saude,50,1257,1,700,25,12,19
90ef6790cfc145cf45f9c476d1f47af0,papelaria,49,241,3,6100,60,20,29
c8194120cffeb4eea08d08e91ed1d284,construcao_ferramentas_jardim,58,986,2,3097,57,9,35
79ce45dbc2ea29b22b5a261bbb7b7ee7,beleza_saude,27,152,2,1000,25,6,12
536f3b8c629a2ef8e8b582d937a792b1,perfumaria,47,1985,1,550,22,7,16
3846c262ddb08db0ea2cc1a1685590ff,,,,,600,18,18,18
0d90fced28b749fa0468818d98cb8212,beleza_saude,42,534,1,983,41,23,35
75dffc4de999c1c28630b084e58beee4,automotivo,56,1831,1,1425,24,10,23
c8666b79d968dd8ed08d31e4fc58fb93,perfumaria,45,158,1,100,16,16,11
738067b78d178e457fa0dc6db5d2cc58,informatica_acessorios,59,583,1,300,16,8,12
8b6ed41158b194711f83b8da92757544,esporte_lazer,52,490,2,1182,21,16,17
b06e4ddd013b4a1a81e80fe575d9b762,cama_mesa_banho,60,226,1,1500,49,7,40
83d199d296c44101c8c3b5c9c0cce9ea,brinquedos,26,855,2,500,18,6,21
9f5a2290fe27f9c70ca8424e98229b62,artigos_de_natal,52,647,9,2400,41,16,38
26b2a480ced2900a62bb9431133e95aa,construcao_ferramentas_iluminacao,41,971,1,1050,16,19,16
a379052f2b3b2388e071828bc4eba5fa,beleza_saude,58,1638,1,270,19,20,19
1ef71d12e77a6bb27f555c45747807ab,brinquedos,36,478,1,625,31,10,22
371c121dc86b3821f720e7dbe1928207,papelaria,59,504,4,150,22,5,12
7eb9c68704af5effea1cee6f3a6b4b4b,fashion_calcados,54,404,4,900,22,12,33
282dcadbd8c61f52f06a8ae802b54ee6,beleza_saude,59,2751,4,3300,23,23,23
1666b6ce6543ea221eac0c273d4ce8d7,brinquedos,55,701,1,1500,41,16,43
6c2ab90b87f928321701b7515be9ca38,cama_mesa_banho,34,373,1,16050,64,32,47
4f969a12cc8cb60a5cce67cc3fc305cd,automotivo,33,47,1,186,16,13,14
3e6092cf0f56b9c78bcbd539157b9f70,,,,,400,17,17,17
ede062bcd13ef64b5cc87369e4edaf62,beleza_saude,58,391,1,250,16,5,15
a537bc52f4b925ec56cc9937a7601636,cama_mesa_banho,44,729,1,3450,20,30,30
29da49705f0a9201052204e50bd7e176,brinquedos,34,643,1,11867,43,43,38
b169ac8237427de1bd8c67b4eabfaa18,utilidades_domesticas,55,1142,1,19250,60,60,32
ceb9200bc33732558224476d75815c32,utilidades_domesticas,60,922,5,975,41,36,12
6d313b6e250189718db2169e5e3a38c2,bebidas,43,1680,1,375,20,12,15
41347179516c8b9380040cf54274ff80,informatica_acessorios,45,503,1,1150,23,19,26
8b4a33d7c554bbe096de11bb33ce6f4a,automotivo,56,1586,3,550,16,21,18
71ff103df4589cc0b353dfb0f6777037,fashion_bolsas_e_acessorios,28,385,5,500,30,26,22
4563095e06df1fa67de2eade86f4f01b,moveis_decoracao,52,469,2,100,16,3,23
3f0376e782caf27ef19342d8e5c7e6f5,eletronicos,46,401,1,150,22,11,16
6803077179d24889430188e03fafd31a,eletronicos,48,287,1,100,23,8,18
88dd63919fc9ab693803578a04a20209,informatica_acessorios,58,395,1,217,16,14,14
7b6669ccb9510397f7923a979c895733,beleza_saude,58,689,1,450,25,9,17
08bc541b873d8c1ecd4e6bdd1d287c97,automotivo,50,1145,3,500,16,5,11
e672fbe634ad07cce9d85f412becb2c0,cool_stuff,41,909,1,1400,42,25,15
3abefa3ab32440bb6f5937c65c6652f8,perfumaria,39,522,2,127,14,16,12
e84997d75938765ef99930f908ceedf4,papelaria,52,431,1,1900,49,12,36
158102fe543dbaeb84d87811bfe06d0d,moveis_decoracao,56,646,1,300,16,30,20
0f9dbdf3289052ac7406ba5bc1b0dbc4,relogios_presentes,51,486,2,250,18,14,18
62ad9a8972411e333e16347051a98e2a,eletronicos,43,889,2,113,16,10,12
b1ff030591e1d0e0069e54d11c5c21d5,utilidades_domesticas,48,254,2,750,54,7,22
8d1cfc0463b545928bfb4e589e017bd4,market_place,55,1626,1,175,17,10,19
9163c7e81fd68452472912c4cde810aa,instrumentos_musicais,59,153,2,300,16,5,20
78efe838c04bbc568be034082200ac20,moveis_decoracao,57,272,1,2500,40,10,30
93e6c730cc84ef7cfdd20cdfb2269144,moveis_decoracao,50,1938,1,1600,53,8,11
31c1d1dfbb4b2730140b8bd9248bcd58,cama_mesa_banho,58,58,1,200,20,2,15
6d7a4492be45dfb8e38e762efe6614a4,telefonia,60,776,6,300,17,4,12
16ed6a6e3fce23b741650437fe58d65b,utilidades_domesticas,49,1226,1,750,35,15,35
7bdb28a55646012fb3348058d629d9bc,instrumentos_musicais,55,541,3,2750,103,12,17
f5d9f3f39171645ad59c424570874afb,beleza_saude,49,967,1,450,16,15,15
b91a91c07533369ef426985f93170068,cama_mesa_banho,60,267,1,2900,46,8,38
c6147d11c322b6a63f0cdd8722be9477,eletrodomesticos,46,384,1,14350,35,46,35
bc4b1c6c831c93b87cd134c9089c657d,fashion_bolsas_e_acessorios,39,188,1,150,21,9,14
e6fd80a00ebb1a3e0d58a38555fbbf2c,informatica_acessorios,31,600,2,500,19,9,16
7d4f932dd4fa16256c20de073329eacc,bebes,54,1035,1,50,20,5,15
62b1367807a6fccf6e9492860574950e,utilidades_domesticas,50,652,1,5950,30,30,30
077599a82ee54960bc4f4c941b0d1359,beleza_saude,53,1140,3,1600,18,8,20
32aeecc02aa5adcb7f75155a80a47836,esporte_lazer,45,1575,1,2152,26,24,21
bd66403f5f11696c897a825d5235697f,esporte_lazer,60,528,2,274,18,12,15
97017430754804328eb9597b7f85da03,telefonia,60,818,5,300,17,4,12
121a6ac524b24aa5cd62dc2094097a1b,brinquedos,31,673,1,1100,28,45,11
b47b33081c41014bc9f372b9a63228c0,beleza_saude,29,432,1,700,22,11,16
f28498bb062a90c71f4579ce18b5f6f8,perfumaria,34,55,1,200,20,12,16
89411fc3098e56bb679697117c2055af,moveis_decoracao,42,1002,1,1300,17,27,17
aef95f9d9e323e61a5caecdc41907c79,moveis_escritorio,35,1168,1,12675,48,49,40
79cb68c2ccd94a4da825b9e33adf0697,fashion_bolsas_e_acessorios,34,358,1,100,17,3,12
78b3226efe135da4f498eee302f4d4be,beleza_saude,58,1856,4,383,19,12,16
47e175ac0195aa4774597a07c912415e,papelaria,60,484,5,850,16,21,15
9b65ba680d68ae7e44234b79cb7ca584,relogios_presentes,60,306,1,550,16,2,11
dc85876834143377929cf89f98115506,informatica_acessorios,39,1698,2,2000,33,33,16
a08a20499b36a88c1ded2d041a863a9a,cama_mesa_banho,55,250,1,1000,30,5,20
b6598804d396176951c83354974eea81,utilidades_domesticas,46,366,1,600,19,17,18
87cb507e0daa37bbf34956fd59eba832,relogios_presentes,55,167,2,250,16,2,11
0bf16c5642f26022d106438f491b9b1c,utilidades_domesticas,15,422,1,300,41,5,31
513d6bfa0cc5198ae04a6ebf0baeae98,eletrodomesticos,52,465,1,350,16,15,20
270516a3f41dc035aa87d220228f844c,beleza_saude,45,232,3,800,21,4,15
ccb162ed569f47d83f62aebd5700d7ad,climatizacao,56,671,4,8750,25,25,25
77e8ff91e2cccad62b30a0a83bec431e,relogios_presentes,53,496,1,330,16,11,12
09b2a4f1ce3561a6562ffdccc0ca7c18,ferramentas_jardim,47,508,3,1150,25,20,25
35537536ed2b4c561b4018bf3abf54e0,esporte_lazer,59,1459,9,2100,36,9,14
a70f58bd49225ad1d9f199d3766385a8,informatica_acessorios,54,2304,3,500,16,16,16
93c902b021a9e594f658ab1b0351602a,eletronicos,60,390,7,1250,26,10,18
8dfb264673631eed595f12828b0ff2c6,automotivo,60,480,5,2600,37,13,24
d1802b79d2e79841cc2cadedd8d4e6a3,,,,,900,32,10,11
5c2bb11cf2149bd4d9fffcc1246458c3,papelaria,37,531,1,2283,27,35,35
656e0eca68dcecf6a31b8ececfabe3e8,informatica_acessorios,45,236,1,173,18,13,12
82183967d9fde935fc0b0189bb68ccec,malas_acessorios,41,132,1,500,22,46,34
b150110bc5afad8ff2cce5cd50c8e2a2,beleza_saude,50,614,1,367,24,14,23
47356bc50df2353e354ef15c95306567,esporte_lazer,56,202,1,600,25,25,25
725e77eb7923719a251e7a4bd196ca6e,fashion_bolsas_e_acessorios,52,1490,2,100,16,2,11
fa3bea10a666ef8afb1557f5e866b719,esporte_lazer,9,254,1,150,28,6,14
2a5806f10d0f00e5ad032dd2e3c8806e,moveis_escritorio,46,1350,1,11875,57,55,22
d5cf2d1224d6d3a279dc2593f5a824fa,pet_shop,60,770,3,500,35,22,28
8c2ace0ccc2dc2fef3d1b481eebb592a,moveis_decoracao,59,1492,3,2525,88,4,87
a270b2f4aad055863b643395b987d151,esporte_lazer,40,245,2,1000,60,15,15
c909912a223f3d98dd5c1eac6e93fecd,beleza_saude,58,753,1,300,20,10,15
c7858457bc43561ccb96aaa2932cb085,,,,,10750,35,65,35
2504bf725d7aa06820b73b85c5ca6653,utilidades_domesticas,44,250,2,1500,32,5,28
7ad04045119d9f1c12c3c395ce9a6590,automotivo,36,934,3,17300,51,51,41
71e5d0eb5a5fcc829dc6c1bc1ecac7cf,esporte_lazer,36,2886,1,150,16,16,11
2362291929f77eccf5f5cb26029dcf90,automotivo,54,591,1,2400,52,8,52
2028bf1b01cafb2d2b1901fca4083222,perfumaria,54,1536,2,250,20,8,21
58b566d4cc7237145b29b21e9699e15c,malas_acessorios,52,246,1,800,33,10,45
e7d5464b94c9a5963f7c686fc80145ad,relogios_presentes,42,938,5,275,16,14,14
8b51c6ccc9c0548c951214e1cd1547ff,cama_mesa_banho,58,678,1,1000,28,14,16
e37d07fe13615c6846d4b3911415d963,bebes,45,811,5,600,32,11,32
8828464e34fc3da3892f568218e14d61,beleza_saude,60,3244,1,3575,21,18,22
3713f19c71c4be21ced80738e2fa49bc,moveis_escritorio,45,1094,1,8200,53,74,18
bd3024f7222c241a5e112251621397cb,esporte_lazer,28,247,3,150,22,6,15
a35a59bff183b90417bbc511e1d82115,papelaria,36,293,3,500,16,11,11
0502d1a36be75bd36b452f31c6ed264a,,,,,100,16,7,11
bebbcfea18211f83db416d354127179c,utilidades_domesticas,53,1254,1,1450,31,25,27
7c1bd920dbdf22470b68bde975dd3ccf,beleza_saude,59,492,2,200,22,10,18
db05ec86bc6eba7fe32b9c739d31b10d,casa_conforto,46,406,1,10150,45,30,45
a1efe4a86746c22541813e22e1d23e33,cama_mesa_banho,52,289,1,1950,34,9,33
cfef9c856c09723e61b5eeaed5aa2d55,beleza_saude,57,2556,1,300,16,6,11
1d7997c2448b27bd70c631b37acd27c2,esporte_lazer,54,1552,1,400,28,19,19
