order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
a19d79983ace7b3b6785db9f7284eb7c,480ef7d1e6b7e717e0b7d26525a4ee69,delivered,2017-08-02 21:29:56,2017-08-02 21:45:11,2017-08-03 20:52:10,2017-08-08 18:00:05,2017-08-22 00:00:00
4a544fe98dde76d5f78dde8a2a1986e7,5e954433dc8145a71eb80a6def852f5d,delivered,2018-03-21 15:48:52,2018-03-22 02:35:43,2018-03-23 22:33:16,2018-04-03 22:05:42,2018-04-13 00:00:00
dcb56bf601ec6f24940b3b1ab0aa5e2e,ebbb7c7259a2e1d10119c909b11105d5,delivered,2017-11-24 19:18:55,2017-11-24 22:36:31,2017-11-27 18:36:54,2017-12-20 22:07:06,2017-12-18 00:00:00
086986d3fe34c0417a41f76b14114fec,0ba1ff31fe01eb904f59628c2e2fbbc7,delivered,2018-08-04 21:48:53,2018-08-04 22:04:19,2018-08-06 08:43:00,2018-08-07 20:18:45,2018-08-13 00:00:00
7af905809ddbaaed2af20592006857e0,5c9c326c6ba02d6301cb8c68292316f0,delivered,2018-04-15 23:38:38,2018-04-15 23:50:13,2018-04-19 01:38:40,2018-04-21 17:20:57,2018-05-11 00:00:00
366ad1dd93fb7f77b686017bc779447b,39b7ba7f041b8f4db4cac87e9b31a838,delivered,2017-08-30 20:57:12,2017-09-02 10:44:26,2017-09-04 15:46:03,2017-09-11 19:32:33,2017-09-18 00:00:00
aa57296ceb0b170f4823d71a06a43037,a59ce5c8d691e10ba1759f1894dd8dc1,delivered,2018-06-21 13:26:40,2018-06-22 02:59:29,2018-06-22 12:45:00,2018-06-28 20:03:57,2018-07-27 00:00:00
db3b94ddef8837c5c780836f80da86c7,201f130e96c1e81beaabb40ad0a62191,delivered,2017-11-04 17:06:18,2017-11-05 17:10:43,2017-11-07 22:11:51,2017-11-17 23:23:32,2017-12-13 00:00:00
3b0a023614a9b0c9d8f4bdbc98bd7b0c,713477f27e9bcb84f9449e11fb6378ec,delivered,2017-05-22 15:14:26,2017-05-22 15:25:15,2017-05-23 15:48:58,2017-05-30 11:33:29,2017-06-14 00:00:00
fde1f9f7f42a794aed395c97703ed5b3,42b34449473b9f9a218abf52d52751f7,delivered,2017-08-01 15:04:25,2017-08-01 15:15:23,2017-08-02 16:27:48,2017-08-09 17:54:28,2017-08-23 00:00:00
f31dd475a9e762d3b7b023b77d03a8e1,878bf7754a5b3f732a8b6c3d5621e2ff,delivered,2017-05-05 18:54:54,2017-05-05 19:10:06,2017-05-10 09:54:39,2017-05-16 09:32:35,2017-05-30 00:00:00
88831d307a23183f48f92b32b07ac070,5a651c7fa178025ab3f9e391714c4de8,delivered,2017-11-13 14:01:24,2017-11-13 14:10:39,2017-11-16 09:36:58,2017-12-05 17:07:30,2017-12-06 00:00:00
d27011ebb19676cc493eeee0d0f12c43,916cb5df0371f10f45ac0aa1f49f3651,delivered,2017-12-08 20:20:56,2017-12-10 15:31:26,2017-12-12 18:28:47,2018-01-10 19:26:48,2018-01-12 00:00:00
549a64c18685183a33b68184178807fa,34bbcae303fcd2a8e8a9d7493e01e745,delivered,2018-03-31 20:55:30,2018-04-03 05:48:38,2018-04-03 18:48:20,2018-04-13 12:04:45,2018-04-24 00:00:00
fe456fd2155744fb9a7180989d61c30d,c583f53deb44f18dd6def0714c11cb69,delivered,2018-06-22 08:03:22,2018-06-23 01:40:22,2018-06-27 10:23:00,2018-07-04 18:46:43,2018-07-23 00:00:00
7336b444ed0c3b2431e2ec1e3f4ea91b,37f39e7a015413ba64cdf329b0bcc693,delivered,2018-07-25 15:33:33,2018-07-25 15:45:11,2018-07-26 08:58:00,2018-08-01 16:03:34,2018-08-08 00:00:00
343076b69aa1f03ee4beb49cf6baee58,a4156bb8aff5d6722dc68f605d8fa241,delivered,2017-09-26 11:08:38,2017-09-26 11:24:44,2017-09-28 19:33:54,2017-10-03 18:35:37,2017-10-23 00:00:00
da457b4ddaf967a69db8285ff1c2dfc7,b015c1b1b0b5b53f9010f8b7d95d6332,delivered,2018-07-20 02:50:44,2018-07-21 04:05:18,2018-07-21 09:02:00,2018-07-27 19:48:33,2018-08-07 00:00:00
94f7b6b57da8c315ba34ed75eb75a16b,381fcc93de567ff58debbc20540bc668,delivered,2018-05-19 16:08:40,2018-05-19 16:32:22,2018-05-22 12:25:00,2018-06-02 13:28:45,2018-06-06 00:00:00
e95f655fc4bb105e8915ab28d7bd0ec6,8188c6a1010d4c1a47201638633841dd,shipped,2018-04-07 20:46:32,2018-04-08 20:50:08,2018-04-09 21:47:37,,2018-05-10 00:00:00
7a11da7177850c642520f68efae51bf1,bf05c96123ac83f4511b372d5be1de25,delivered,2017-04-04 17:37:53,2017-04-05 02:45:16,2017-04-11 11:17:47,2017-04-19 09:53:10,2017-05-05 00:00:00
eabcc26c288f8e0b366520f24014f8b0,b46f53945d890c2f7ab73763bb6fca0f,delivered,2017-05-29 15:42:48,2017-05-29 15:55:23,2017-05-30 08:34:03,2017-06-01 14:47:58,2017-06-19 00:00:00
84300a0c4b27875cb77c89f5383df360,9223ff8bfb04f4673127a750e6812cc4,delivered,2017-11-18 13:20:25,2017-11-21 04:10:02,2017-11-21 23:07:49,2017-11-23 22:26:58,2017-12-01 00:00:00
38dcebae9b5bd88cd2acd6f8f787336d,66a54b482c7228155b832e63722b6f86,delivered,2017-10-09 10:58:34,2017-10-09 22:26:34,2017-10-13 13:58:48,2017-10-24 19:53:13,2017-11-10 00:00:00
9f6792a082a71398109a94b8039d3c07,bbb2c952b4db558ca2132fd705d6bc5f,delivered,2017-10-20 10:39:57,2017-10-20 10:49:36,2017-10-23 21:55:10,2017-11-10 23:37:02,2017-11-17 00:00:00
b34e632947c7a44b7afd9eaee92f7dbb,9436ddafba22b7bce5b50f2a4ca57246,delivered,2017-08-06 12:21:39,2017-08-06 12:43:07,2017-08-07 18:57:44,2017-09-19 07:49:51,2017-09-13 00:00:00
7ac8109e735f29d8982f4503586fe59f,57a13b49e2c28cc231094993c2613ebb,delivered,2018-07-03 00:21:23,2018-07-03 00:35:12,2018-07-05 15:01:00,2018-08-17 16:25:25,2018-07-23 00:00:00
8db13b5ac7b555d8b6bc0062763ae387,5ce679079249b5d4d0ce9932aebee695,delivered,2018-02-17 22:05:41,2018-02-18 22:50:22,2018-02-19 19:12:06,2018-03-10 05:11:45,2018-03-21 00:00:00
efb6d19e3c56fa371d59421e45e53a49,e674bf9e1fd5863bbb4c72f95fdba39f,delivered,2017-03-22 09:02:29,2017-03-22 09:02:29,2017-03-22 11:29:34,2017-03-27 14:10:43,2017-04-12 00:00:00
39b88d0d1831375dbc1c63696d345210,0e35e77f6f56b24cdf97fb6ff9005ac4,delivered,2018-03-04 14:09:13,2018-03-04 14:28:36,2018-03-05 19:39:09,2018-03-06 21:09:50,2018-03-15 00:00:00
32006bb319deb6aa1c96bc8194382f2e,67bb18f85fbb577acdb3b3dbb3951a35,delivered,2017-12-28 06:56:54,2017-12-29 02:09:32,2018-01-08 23:51:32,2018-01-15 21:27:07,2018-01-30 00:00:00
5525c00bfd980bae1cac46f7dcf88224,d2697a7d9526f4714dc4b718cbebbf82,delivered,2017-01-31 11:22:14,2017-01-31 11:30:17,2017-02-02 09:43:43,2017-03-14 11:13:56,2017-03-09 00:00:00
fecda210da4a36546b91948ee43af90d,66af94f0d6175f030731ae8ae7ed580c,delivered,2018-03-29 16:42:35,2018-03-29 16:55:28,2018-04-04 02:20:57,2018-05-02 20:36:49,2018-04-23 00:00:00
00ea690fe8c5eba029a3884243a02352,9d7381a45eebf403b3b830a9742b928b,delivered,2017-11-25 01:49:52,2017-11-26 20:13:19,2017-12-09 00:13:02,2017-12-18 15:33:12,2017-12-26 00:00:00
844bfdffbe80e8ac61135bc633f2dce1,45696e33c076c596b4503ab35ebb6f5e,delivered,2017-08-17 12:46:48,2017-08-17 13:04:38,2017-08-18 21:59:07,2017-08-21 13:26:12,2017-08-30 00:00:00
3bc8ed11854636da26d706f0bf61b3f9,b8fa0384b93837cca8bfb537c3c32a64,delivered,2018-03-03 10:44:09,2018-03-03 11:40:26,2018-03-05 22:08:20,2018-03-28 14:26:50,2018-03-28 00:00:00
6c7a2e394323dbc3b0ec1f9282030b88,964bdedcaffe587192ba8580b1018e36,delivered,2017-06-18 15:54:50,2017-06-18 16:05:22,2017-06-19 20:21:18,2017-07-03 12:42:04,2017-07-19 00:00:00
b1e17419a95b98d8710e2354fe7b714a,18063c04b3b271bd41f87d5f2c0300a3,delivered,2018-06-07 22:36:08,2018-06-07 22:56:02,2018-06-08 15:02:00,2018-06-11 18:31:56,2018-06-25 00:00:00
3c79ec251c0c9e0831dcc2cf541c5dda,02f615f19af07c54a0d4653308f6674b,delivered,2018-01-25 23:41:44,2018-01-25 23:53:19,2018-01-26 14:24:32,2018-02-14 16:17:01,2018-02-21 00:00:00
ea6180f0dae5d1e801939463789f2c3a,94570722175144b52da7cc0222027784,delivered,2017-08-15 21:20:12,2017-08-15 23:24:40,2017-08-17 20:00:06,2017-08-25 16:41:47,2017-09-11 00:00:00
55f8a030ae34836632355176608c7314,6c4f1f1c4c39dc8ccd561f4f0c2135b3,delivered,2018-01-22 14:55:18,2018-01-22 15:13:00,2018-01-24 11:13:02,2018-02-03 00:02:52,2018-02-14 00:00:00
a1c47ee60da7efa582a5da058796df50,cc48ccc7941ecfdb38d051e94d34f7ee,delivered,2018-05-02 12:17:34,2018-05-02 12:33:43,2018-05-02 14:26:00,2018-05-08 15:06:41,2018-05-29 00:00:00
c37d452db8a3abfa3d99c322e92ef0ef,99de4444dbc09f097afa14d4ac4ae448,delivered,2017-01-26 15:50:03,2017-01-26 16:02:00,2017-01-31 15:31:05,2017-02-03 17:05:57,2017-03-06 00:00:00
2194d1dc5f73fad748d7a90fd673291d,7b5d15455a058bbefa9c1d9f4aec2f95,delivered,2017-01-31 13:41:56,2017-01-31 13:55:24,2017-01-31 18:24:23,2017-02-13 15:24:16,2017-04-14 00:00:00
b107eb8ab6fb9b94db25911d4a2b378e,0b70ffeae43a2bb3a00b1ea07b894e2d,delivered,2017-08-24 14:30:52,2017-08-24 14:45:18,2017-08-25 17:22:13,2017-09-05 16:52:54,2017-09-20 00:00:00
a7646fef3ed7769ca091e05201151fe3,62c5d429dae186491c09545422a8b65d,delivered,2018-05-07 13:36:39,2018-05-07 15:32:41,2018-05-08 11:53:00,2018-05-17 16:41:51,2018-05-23 00:00:00
ab46182a322cb6dc83f4138d4e5cd73f,77a176bb787329aa60cd56aba502da46,unavailable,2017-11-24 19:49:07,2017-11-24 23:01:03,,,2017-12-08 00:00:00
3ce26aacf28386c1f8913ea395e47c97,8d8468e5ed9827f1c6c9f022f44da130,delivered,2017-12-03 14:11:09,2017-12-05 09:55:16,2017-12-06 13:53:07,2017-12-20 19:29:22,2017-12-27 00:00:00
ed015bb6d682598924fe6583022668c0,3f5c18c23d2cbf5c0df4d6f8b4f03516,delivered,2018-01-14 18:36:07,2018-01-14 18:49:23,2018-01-17 13:24:44,2018-01-19 00:46:34,2018-02-01 00:00:00
e36e70aa092e7f6c4617c664dee75508,af8818dabc1d82f7a6d1e792f56cd4c8,delivered,2017-04-27 00:12:53,2017-04-27 01:15:27,2017-04-28 17:52:54,2017-05-05 13:34:53,2017-05-25 00:00:00
5baeaa8bec54f12f0aa0ee4b4d285cf9,9f865243eedd5290cf1d0f8b5d2d1d5f,delivered,2018-01-08 10:22:52,2018-01-08 11:32:02,2018-01-08 22:07:30,2018-01-12 20:57:56,2018-02-02 00:00:00
ebb5e749c1cd84b16d8628c9668d7282,ac255dbf462b2ee3fb5c17fda67e7847,delivered,2018-01-31 16:03:47,2018-01-31 16:15:39,2018-02-02 01:37:38,2018-02-02 16:58:34,2018-02-16 00:00:00
20f89728b6ca06def7c53881c9b2e502,7e02b16d28f8d9a188d9052436078e8f,delivered,2018-05-31 13:59:58,2018-05-31 14:15:12,2018-06-01 15:18:00,2018-06-19 12:38:27,2018-07-12 00:00:00
e3bdef3908e4c6a22a657b3786f89d4d,3003e2cad13e2943dcfadd1cf73e418f,delivered,2017-11-29 23:41:08,2017-11-29 23:56:36,2017-12-08 19:41:52,2017-12-27 23:04:45,2018-01-05 00:00:00
d45cf0ee12449d5401c6debe3eac6075,33894fa2d290a8dd92f486ef36a23398,delivered,2018-04-26 17:32:55,2018-04-26 17:52:42,2018-05-03 15:28:00,2018-05-23 17:04:05,2018-06-01 00:00:00
135118d8d6f93cb3d6839435e5b6658a,4e6d10bcf05cedb6e0cd96954941c875,delivered,2018-01-04 08:33:01,2018-01-04 09:03:42,2018-01-08 13:34:24,2018-01-12 20:59:19,2018-02-05 00:00:00
8f72b04d200c6c098df28f20abe1d4ce,fbbdec535f37e396e4495ff3b139ad3e,delivered,2017-12-01 01:42:19,2017-12-02 02:37:07,2017-12-04 21:44:32,2017-12-07 02:34:47,2017-12-26 00:00:00
945dd5fdb173f89e1e87a833291b468e,eadaeca94cdf0c4d48a937d43155953b,delivered,2018-02-27 21:07:07,2018-02-27 21:15:43,2018-03-01 14:44:42,2018-03-08 21:01:51,2018-03-19 00:00:00
4f2ed03887c7e9a4c420d897e077c172,bd9b13d0a856a39769bce6c6530e9188,delivered,2018-02-25 03:05:01,2018-02-26 09:36:06,2018-03-01 00:08:24,2018-03-23 01:38:54,2018-03-28 00:00:00
b71ba668b12da5320995cd74acecb2fb,ac708849f8add56b9c304bd26ffd4bee,delivered,2018-06-03 10:47:54,2018-06-03 11:10:36,2018-06-06 06:08:00,2018-06-07 23:17:23,2018-06-29 00:00:00
0a38b7de941db65679a11a300f782703,77d28992bf7402c72a47860078040901,delivered,2018-02-06 14:25:14,2018-02-07 11:55:46,2018-02-20 18:13:07,2018-02-22 03:36:57,2018-02-22 00:00:00
8f4235528e51aeb039cdf73bc049c7e1,058f0f800afc323b17c63576ee96b0a8,delivered,2018-02-28 17:02:40,2018-03-01 17:09:40,2018-03-03 00:22:46,2018-04-16 18:03:44,2018-03-22 00:00:00
6371383f8c6f8a72ff10050cf92adab6,41bed71284d7cc85ac0654ffaffdb186,delivered,2018-03-26 06:27:13,2018-03-26 06:47:48,2018-03-27 01:54:23,2018-04-03 22:48:35,2018-04-23 00:00:00
ca757dbebcac3d3bbaa4eb7ea0f699c8,4e7d863b21180fc23a9185972ef8a1a2,delivered,2018-06-07 19:29:37,2018-06-07 19:55:29,2018-06-08 15:05:00,2018-06-15 22:58:49,2018-07-16 00:00:00
ecfef517213c787b773d09056b717560,9388ff9b58a5d55ff3027858f519d1fb,delivered,2017-11-27 11:33:43,2017-11-27 11:54:57,2017-11-30 18:57:08,2017-12-12 23:17:43,2017-12-18 00:00:00
2606fd314bc04c4e20265d5c09750f67,065c7a8b3b3dddc203172b872a313275,delivered,2017-08-11 22:13:14,2017-08-11 22:30:14,2017-08-15 10:05:46,2017-09-07 15:12:41,2017-09-19 00:00:00
ab1f91e3f37cb07da2a18c32782ad717,157475701b1e42fd2f2aa734881452c4,delivered,2017-06-13 18:26:21,2017-06-13 18:36:09,2017-06-26 14:32:57,2017-06-30 15:12:59,2017-07-17 00:00:00
496c7edde87a9059e9887b3f1fc62523,0ec94dc37e4e44d1b7a9eddf4a8a3da9,delivered,2017-03-07 12:38:40,2017-03-07 13:04:09,2017-03-08 12:10:03,2017-03-09 13:48:02,2017-04-04 00:00:00
3363886715280209c8fb0bba5cc4ab95,7af6f16370ff07d2d1fbb16b3f23496f,delivered,2017-07-20 12:14:40,2017-07-20 12:30:08,2017-07-22 14:43:25,2017-07-31 20:22:05,2017-08-15 00:00:00
c4882d58d75f61178288f42e4ca371a9,31c8fc6d5400513f830dd45b914a3ac4,delivered,2018-05-08 11:14:12,2018-05-09 04:31:13,2018-05-10 16:09:00,2018-05-11 20:22:22,2018-05-18 00:00:00
8de50bbc56062ea401a2c61c36f46585,2b5734a6ed90ad9c1ae03b178a28d7e7,delivered,2018-08-08 09:44:01,2018-08-08 10:05:04,2018-08-08 13:45:00,2018-08-28 21:25:30,2018-08-27 00:00:00
982f203457d0f597a575b40512d66b1d,ba58818419b9defea2521f95ed2d82ee,delivered,2018-02-20 19:07:20,2018-02-20 19:28:34,2018-02-21 19:33:30,2018-03-08 18:10:46,2018-03-16 00:00:00
0a92bad75c24fdf33ed2a18801262e89,6f4fa91813c10c8199496ff532e05ade,delivered,2018-08-13 20:11:13,2018-08-13 20:25:16,2018-08-15 13:27:00,2018-09-04 20:06:58,2018-08-24 00:00:00
afc0e6f65d457ec28d5633283793e7e5,93ecac7e00ad40485dde6e15ef9356a4,delivered,2017-06-11 13:33:50,2017-06-13 05:05:23,2017-06-16 18:41:04,2017-06-26 09:39:36,2017-06-30 00:00:00
cba47f17b35cccac068f7f6cec4d99d7,d227a2f7a4da44f504e9b7e8e97784e3,delivered,2018-08-10 17:43:20,2018-08-10 17:55:11,2018-08-15 12:41:00,2018-08-21 16:16:38,2018-08-22 00:00:00
5cd4de56d310f9546c7dea5611b658d0,df738297a39fcf2ccb7a88b29e3781e1,delivered,2017-09-08 03:21:06,2017-09-08 03:30:14,2017-09-08 19:42:16,2017-09-25 20:22:40,2017-10-04 00:00:00
2dcb16f827ccfc7bff5be2a6deb28bce,1117174c546ffd2ad76d566a3ea131f2,delivered,2018-03-21 20:09:23,2018-03-22 20:10:27,2018-03-23 20:11:13,2018-04-03 19:38:37,2018-04-16 00:00:00
de3be1cacca82247456d8ed36f4f9c63,af6c81f9ed3f319046388c170dacb02e,delivered,2017-04-23 22:25:12,2017-04-23 22:35:13,2017-04-26 09:22:18,2017-05-09 08:53:05,2017-05-15 00:00:00
bf7dc4793cf928d5303528934bd9647c,11185d8d8221dfe29861c0c27dfab584,delivered,2017-09-17 11:47:07,2017-09-17 12:09:31,2017-09-18 15:14:14,2017-09-28 13:41:47,2017-10-09 00:00:00
60cb9171ec9aac65b572bf0486ff8751,6cc8599cf241b69a70553bb37f460591,delivered,2017-03-29 10:16:46,2017-03-29 10:35:13,2017-04-01 07:46:54,2017-04-05 17:17:48,2017-05-03 00:00:00
c5267c7bad3d532ba30cf3b72596d3de,1b5b9f2f891b9cc15d72be9947f7bfdb,delivered,2018-07-22 00:26:45,2018-07-23 11:31:37,2018-07-25 14:08:00,2018-07-26 21:06:47,2018-08-02 00:00:00
6ec753cc542c4392eb956290ddf47369,d1c60f60819bef9ec9b29e681b84ded4,delivered,2018-01-22 17:56:35,2018-01-22 18:16:39,2018-01-24 14:36:32,2018-01-30 19:39:00,2018-02-21 00:00:00
deee3a40a4669f004603111e55387280,7a599dba82fb26f7c6647b863dfc500d,delivered,2017-08-11 13:32:11,2017-08-11 13:45:17,2017-08-15 20:07:25,2017-08-21 15:43:49,2017-08-31 00:00:00
f369bf4e7c4a7d5fe6d4efb3d7ea24da,9f3f0412d3617f00d9839f8e5a09b351,delivered,2017-05-09 02:52:05,2017-05-09 03:02:36,2017-05-09 09:43:39,2017-05-10 13:00:16,2017-06-05 00:00:00
34d0b73ffe40c22d8537270e7ffe7517,bdada23b09891540da8555ab278a5fa5,delivered,2017-11-08 19:50:12,2017-11-08 20:30:57,2017-11-10 23:05:50,2017-11-17 16:47:05,2017-12-06 00:00:00
8b24829dfa451bddb16a1f79eb144d46,d1a0878d67783b124adf8dc580609ce4,delivered,2018-04-28 18:47:24,2018-04-28 18:55:21,2018-04-30 14:44:00,2018-05-02 19:36:31,2018-05-25 00:00:00
4186a414a7029f2b82f4a83d93151ef6,804e241e3524d0d28096ca515f29972c,delivered,2017-09-18 16:31:58,2017-09-20 02:10:22,2017-09-26 18:24:34,2017-09-30 17:14:56,2017-10-04 00:00:00
9c753fec37c64b5771eb77ef982c34dc,fe287f582b6ae5c87674e95f6ee11130,delivered,2017-11-29 20:44:54,2017-11-29 20:55:39,2017-12-01 18:17:51,2018-01-03 13:07:33,2017-12-29 00:00:00
e31a2b3f109d2dd1b7d4d9695880e68e,7bb5fcdd5b5fc703c8f9420e3a0fc21d,delivered,2018-02-04 12:16:30,2018-02-04 12:31:38,2018-02-05 16:33:31,2018-02-16 22:41:44,2018-03-07 00:00:00
36b5cc783d21a08a8a8f6cf537de2153,ed078a8771e5fe1d9b99bff595938736,delivered,2018-08-11 16:15:42,2018-08-11 16:25:10,2018-08-13 16:20:00,2018-08-21 18:08:42,2018-08-20 00:00:00
928c14eb3a12d1f6f3bcf8e92c5da97d,b6d713341aa43613bb22cb5e7c2cf46a,delivered,2017-03-24 00:51:32,2017-03-25 01:05:34,2017-03-31 11:03:53,2017-04-03 10:47:31,2017-04-12 00:00:00
0dacf04c5ad59fd5a0cc1faa07c34e39,db13a417a95ad304e9674468c17ade85,delivered,2017-12-19 13:14:37,2017-12-19 13:32:58,2017-12-20 20:28:58,2018-02-21 01:25:41,2018-01-17 00:00:00
af8582de59ea502ec0626a2ded9c535a,2379f7158f4c66905a9dac92c4472a2d,delivered,2018-08-05 11:42:57,2018-08-07 04:30:18,2018-08-07 14:40:00,2018-08-13 20:19:45,2018-08-20 00:00:00
cf6ed66599cd48144b174a41097963eb,782f2405f1685183416ae504fabdc09b,delivered,2017-02-15 09:55:56,2017-02-17 02:05:22,2017-02-24 06:34:07,2017-03-01 15:29:01,2017-03-16 00:00:00
25bf4fc1a8e7ebf66f0c47dc36c00f77,628560346c01705122e0b4516e9bc588,delivered,2018-05-14 17:25:13,2018-05-15 03:56:04,2018-05-16 12:31:00,2018-05-23 22:51:51,2018-06-26 00:00:00
bf794141e731463e42c59aac15cc5cd9,a41b9adf1616f3ccc4ca2638aa6011ca,delivered,2017-12-14 19:35:52,2017-12-14 19:45:27,2017-12-19 23:51:36,2017-12-20 13:56:52,2018-01-03 00:00:00
40bf40ed29a5bbdb73aaeb5eb134168f,2cb7447e1f39e0226cb412707cf38a09,delivered,2018-07-13 12:13:23,2018-07-14 11:25:10,2018-07-17 14:16:00,2018-07-24 22:04:52,2018-08-17 00:00:00
9676a8d4d68b73a967fedb5eb0d82c21,6cce36a98cd5c919be3b11396c802228,delivered,2018-04-09 18:41:20,2018-04-09 18:55:15,2018-04-11 19:22:36,2018-04-14 12:44:26,2018-04-23 00:00:00
814ea040061a40f0e1c8e5decbc2f507,349207309e806b55fea5c3defaf97cd1,delivered,2018-01-24 23:19:03,2018-01-24 23:32:54,2018-02-01 01:26:29,2018-02-10 10:04:43,2018-02-09 00:00:00
12f3b807beab1531c618404375262147,a2d755d99c00b6bc5c1a081f184ac4c3,delivered,2018-02-11 22:31:31,2018-02-16 08:10:27,2018-02-26 17:37:11,2018-03-16 00:57:17,2018-03-23 00:00:00
d8f4ac2b5cf577657a2165a7c75857ff,6aedd904a13070b8a5c21abd8de0c090,delivered,2017-11-27 11:05:38,2017-11-27 11:15:03,2018-01-04 21:33:21,2018-01-22 13:56:53,2017-12-19 00:00:00
9964fcee18c49b70f81f947eb85ac611,ee8b9c4b67be6419a04e1f0c292a773b,delivered,2017-11-24 12:38:32,2017-11-25 06:16:13,2017-11-27 22:04:36,2017-12-13 20:14:40,2017-12-15 00:00:00
c61f662d769eea17b4b8e49620226232,169f0f6344610b05159734d6d52d453a,delivered,2017-11-06 15:24:21,2017-11-07 07:30:28,2017-11-07 18:38:57,2017-11-13 22:09:22,2017-12-06 00:00:00
acf4b337d94686e3ff709ce923bc2e47,97d4270ba979285c0c6500fbaf1e7da1,delivered,2017-06-09 16:15:38,2017-06-09 16:30:14,2017-06-12 14:32:24,2017-06-19 16:22:20,2017-06-30 00:00:00
7ee4b13db874fc0c53e4febcb4275fb5,5586f979cd49ae9f5a78c57f6eccd8cd,delivered,2017-06-03 19:11:14,2017-06-03 19:25:17,2017-06-06 10:52:11,2017-06-19 19:43:31,2017-07-10 00:00:00
8c49dc4a643a15ef1db44391d2034366,5285c1f9715e25a883d2c74686f13114,delivered,2018-07-27 20:53:08,2018-07-27 21:10:09,2018-07-30 07:55:00,2018-08-03 17:45:54,2018-08-21 00:00:00
