order_id,payment_sequential,payment_type,payment_installments,payment_value
8e0aba4e9cd80e71b2cec14e22df868b,1,credit_card,4,137.0
6bc4dfe9abc405f51a0ea37ef8804b2f,1,boleto,1,57.51
27fd0c263b9d38e9cb2c2d07fc0c706e,1,credit_card,1,47.87
07015ec9fa46c951514edc46a108d719,1,credit_card,1,67.9
9cc3a04136905d908a83caf612b0d7cb,1,credit_card,1,55.83
099b01b8cc6b861aa593247b2f7e0b7b,1,credit_card,8,169.0
7e25a1c58e68fa94300358caad65b944,1,credit_card,1,77.57
54c8a1ae2a5ba17d24381040d3ae3fe9,1,boleto,1,113.62
0cd8c62de8c2338e4af0afe71e56ee64,1,credit_card,1,19.78
e4ba1a004c49a4399b0cd95fdc64a7e4,1,credit_card,5,244.8
620f129681ecd1062dff9066aeae1e28,1,credit_card,10,127.92
42764ea3fe3c6143d0c7e3deef849e78,1,credit_card,3,63.1
1b4fa94977b3370291611e53694a6918,1,credit_card,6,67.22
81194be55fc90582cc03fab5c592f817,1,credit_card,2,69.32
b54fa43051fefab27d1f06b71938062c,1,credit_card,10,211.25
59de7be8730dc1a20caadff4c7686027,1,credit_card,1,82.88
e0dbf52e0c78f9be2caeaa5d799a83ea,1,credit_card,1,64.03
420fb4457bf13ecb615ef8bd9dacdc03,1,credit_card,2,229.65
4a38745716bb4884b76fd3a12ad5cdd2,1,credit_card,1,87.71
2fac55edfd9754d1a0e7ecc67d48d08d,3,voucher,1,80.47
6c6035b5c538935be5381cff46351355,1,credit_card,1,32.69
164e1bd75353e367ce8141ccd61d1ff5,1,credit_card,3,130.01
85d7c5b41a94729aa45792bc7b344b79,1,credit_card,2,64.62
8716d097800b4155b24097b15ff45fe3,1,credit_card,2,126.21
6374351beffca74fbbeb17865a05d86b,1,credit_card,2,58.28
816ccd9d21435796e8ffa9802b2a782f,1,credit_card,1,5.65
be70f7847d04a2b2a559b992e92e21d8,1,boleto,1,177.49
fb4de3600d359f84927517e78ff9ba54,1,voucher,1,0.01
df53ed4b08a845497e1f9aafa11fb2a4,1,credit_card,1,51.1
b4af9113418b5d23955be04b49dc6f96,1,credit_card,1,75.66
045eff272f42f0ae0191149686f193e1,1,credit_card,4,84.36
b43a98a6615a9a0319f5ec81a6e5d666,1,credit_card,1,67.5
fffcd46ef2263f404302a634eb57f7eb,1,boleto,1,386.53
a062c240bb299fa3f0ce55cf05ec8390,1,credit_card,5,77.51
ae92c15a8c95d6f23e9fa43b0f3c0c43,1,boleto,1,96.8
5df3ca6f9f8ff2d461a774ae097f9809,1,credit_card,1,62.78
13b825fdc28948500cfc7a03eb975fbc,1,credit_card,1,42.85
ed3d229ff5daade6f2f99efc36a7fd05,3,voucher,1,6.12
9177fe6f8c324410d13aac7a2ac35f33,1,credit_card,3,37.1
4dadcd5f9e682c17fdc6dded70c048e0,1,credit_card,1,41.43
bf5e738a4999370cea8ac59801c748e8,1,boleto,1,231.27
ffaed28dc2c916f896616e904036ffd0,1,boleto,1,116.36
1a35a638a0ccea24d66ae229e2d5d9d8,1,credit_card,4,325.95
d6f83d3377bbf1697831ea355301fb87,2,voucher,1,113.18
e7673cc4ac15a894f6d03cef60d88fcd,1,boleto,1,105.71
b7e4aca3e798d20643faacb681272a9c,1,credit_card,5,172.42
084ac56b13107e32ab92934f70638bc9,1,credit_card,10,1271.98
c9fe3cca849fd78e942704ee0078cedf,1,credit_card,2,57.77
674b530698f9bd8a9167b30ed86bd51d,1,credit_card,10,229.63
d73ddd98199cde252b1c0ee783374da9,1,credit_card,2,60.19
10799b37b7755c4d8b315b4c0dfb187e,1,credit_card,1,66.82
7ee7410ad49b716a783af62488071cb7,1,credit_card,1,38.95
baa0f5d368dde908b6a2e98158bc16af,1,credit_card,2,144.87
8164479321ad8dee50301cba9250bf42,1,credit_card,2,117.46
9883744c6400cfad8a620ddb82b9793c,1,credit_card,2,271.24
e480a56eae420b7fbb29dbca2a7a21c0,1,credit_card,7,98.78
9a4a6043b37a47e2c964bbc055f2e837,1,boleto,1,77.89
8c49dc4a643a15ef1db44391d2034366,1,credit_card,1,50.24
07d60a76803db63f0ca6708011e8cf9b,1,voucher,1,100.0
46658d903ac296a4187c4869bd2a3939,1,credit_card,1,104.93
c1556665d5eda63ad0a01cb682e2ad6d,1,debit_card,1,54.14
94c753ff371f05e68a157809f9cda46d,1,boleto,1,36.69
966f96af9d189dc428ff04ebbca821b8,1,credit_card,3,142.34
ecdc847ed73d804147eb009dec3a0a0c,1,credit_card,2,20.75
3b7a4848d7c9e68236e6c171d798213d,1,credit_card,1,48.22
204afbf2adcafc867358369a658ea7aa,1,credit_card,3,121.34
3ecc3a4cbe43e1e70c4f20956250fdde,1,credit_card,2,148.22
9040dcd14cc032f8abce25f90b9739d8,1,credit_card,2,47.91
c344961ac6be05910dfb619e443ca671,1,credit_card,1,112.92
912806f58b85a8b3b9a57757227c9a36,1,credit_card,1,258.9
b13a6349dc3ffd0d949a6e03cf5c5aea,1,credit_card,4,108.86
8989fdd29d2925c7e819138db8e2ef90,1,credit_card,3,39.09
893a4c6dd6508b5e0db4f76986f77a3c,1,boleto,1,43.6
ef8c0e8009daa5ba8b92359799980139,1,boleto,1,102.23
f0eaecfa7f4a74e4227e177eb23ed299,2,voucher,1,38.71
76870eacf3fa50d0cce734ff1a826aa2,1,credit_card,1,47.23
fb6a01b94b2f20833eb7593ea1a54a8f,1,credit_card,8,405.33
0d21189c5494d8288ee358b3b24f85b4,1,boleto,1,253.79
23d69db9fe30226c8347963edcdf819c,1,credit_card,1,175.77
8486fd83698ac11d01786e0d04f9ec8d,1,credit_card,10,128.13
88ee50871d29b82810c4a8bac33aa004,1,credit_card,4,137.41
6e86dd87eb30b6b70932e528415ff5c3,1,boleto,1,101.86
af44ea15e758ded763d79c76a2354bb4,1,boleto,1,46.0
fbd0115d6ad4a47c2b80a49014956a0e,1,boleto,1,77.99
ea6180f0dae5d1e801939463789f2c3a,1,credit_card,5,126.92
07f56da421233e467768e579872a0a9b,1,credit_card,1,39.28
c3f2643fac2837e3768d0ce83771e322,1,credit_card,4,48.21
2144bbedc02742fe4e38f6ccf546961e,1,credit_card,1,35.84
4249f543194adf0c9da09119b88a8fb1,1,credit_card,10,133.99
f9938fc84bc7f6ce7d868a41dace1777,1,credit_card,2,112.1
48deb2ad89d3685d28a6afd89dea6733,1,boleto,1,108.0
4517d10652306c01990d40b0d6f76511,1,credit_card,2,211.91
d5162716aed8b6a5ab095eb0a2940163,1,credit_card,3,99.34
37e0f821c1cec37404754d4aef37091c,1,credit_card,3,97.57
ad24829ce0c8cee4466dc8ccab393aba,1,debit_card,1,99.31
98432d028db538f876f9236a038d7c02,1,credit_card,2,107.94
c57b77f1ada200812975fd3151e49752,1,boleto,1,83.05
7fc033af2ece8187b358f40d43a6b6e3,1,credit_card,1,34.51
d9bde3a634ec04252eceffc6bef25ee0,1,credit_card,2,76.02
00169e31ef4b29deaae414f9a5e95929,1,boleto,1,55.11
ed4d57b2d881e813cf0b801ab17987a0,1,boleto,1,141.51
46e0714284d1eddaea3742d19ed0adf5,1,credit_card,4,66.1
ccfa13cff25aa5ad005e434ac68acaaa,1,boleto,1,38.09
a29d7508838071b10532d46b952a1318,1,credit_card,1,87.2
b9fc20a409064176b0795b768a6c6997,1,boleto,1,49.14
df6741b0ea621f28515a537c85037507,1,credit_card,9,184.84
6a7a8e304ef95be2494384f8d2557845,1,boleto,1,283.22
ee24d42e740ce630fbea0d9870d78736,1,credit_card,3,151.97
6d649c890e34db80ede180e9497aeb6a,1,boleto,1,145.92
88c33b2b9b484cba6a371fb39f8b2882,1,credit_card,6,125.53
33a7be9f2bec8e80a6d2643e39843601,1,credit_card,1,46.39
cf929d9ea864fa89b752c5cf0b98cd25,1,credit_card,4,102.03
d6c586c22c45b70b766fef19e469e86d,1,boleto,1,167.34
fe168a6c6b0558d8b3767bdb616f87a4,1,credit_card,2,29.13
3b2b695f53e89a00f632277ce01b2100,1,credit_card,3,126.12
be580c71d638ce682e9792c27c7aacb2,1,credit_card,1,46.39
3f3f8127c7e0537f9f74550f3504f93d,1,boleto,1,51.22
b855a375ca3b96e3b1a106c27e2d339f,1,credit_card,4,42.5
d753cc3a7de44e6e899104d5c130d857,1,debit_card,1,307.46
6147e0d51f6ecc3e0ae6defe7156bc82,1,credit_card,10,673.69
864e3fdc082c07a108b48b135caf761d,1,credit_card,3,68.45
90a2a9d4bf425c5a385fa319833fe1bf,1,credit_card,1,18.29
945dd5fdb173f89e1e87a833291b468e,1,credit_card,1,28.75
74cafcc8c06b63eaa21ee53cf1678459,1,debit_card,1,114.06
0c87b31e37ed8557e234cec91546d4cc,1,credit_card,2,399.16
ec7450aa92a97c3397d0f535a6a78030,1,credit_card,6,149.04
953b30be6cd0f69c4339736550b2dc1c,1,boleto,1,48.13
dfd5653b035d78ae9984f014e5903709,1,credit_card,5,382.38
41b7766bb1df487d17fb9725b78ff509,1,boleto,1,3979.55
0b88df5bf12a6df08bf27d7db86e4ab6,1,credit_card,5,60.05
54f035e8fe3aed77e2f08fe415f0fc11,1,credit_card,3,58.32
1cecebfadf42798e6036d0d1a708354f,1,credit_card,7,72.62
ddd2d769f053c55c39e69fcace5f5eb5,1,credit_card,1,83.24
fb35078c4e6b1e02054bbc697aea411f,1,boleto,1,556.09
d01d398884a6cf22acddc973b81de5c2,1,boleto,1,220.57
c546a6c20db2388cfdf1f72285456a3f,1,credit_card,1,164.79
dc2c8a5df17efe1186987eb0433abfdc,1,credit_card,1,610.56
8c87396ac0bed9eb7bd138eeef8945c5,1,credit_card,2,60.0
84300a0c4b27875cb77c89f5383df360,1,boleto,1,62.68
840ee6b10ece14a3b4612f72e1fe6c75,1,credit_card,1,31.75
d81873131923e5aa4f6dc362f77116a2,1,boleto,1,65.23
26874945bcbf47606ab08580cf923693,1,boleto,1,114.42
a3cc993782ea3572fbd27048f12712ca,1,credit_card,10,227.56
b517d1b56836ec7bbeccb6913c25dad5,1,credit_card,6,135.59
a9cdfd538e3a7e3fa7f39bb4197c6a44,1,boleto,1,145.47
d228a9c137a2d23357ac9c661da7285e,1,credit_card,2,84.27
8c81d5854b1977c139c82372fade2084,1,boleto,1,105.71
7844d2f4784ca5e03bf47dd1ac050bc2,1,credit_card,1,68.84
9cd721f408e8bf94b981ebe34f7007c4,1,credit_card,9,93.19
a7244b32a501eb75e809aea0f44556fa,1,credit_card,3,460.61
60f4971cd353e8200e728e33302cef59,1,voucher,1,82.98
a0b3949913dc87721a55ccc60e96e8da,1,credit_card,1,90.8
739e2bbb1a8b8d9d27c37a0b9d16d0a2,1,credit_card,5,119.84
ee54096fa354f3c094340f246236f025,1,credit_card,1,82.25
efd3e6079ebd4d192d41aa488cbc1757,1,credit_card,6,99.15
41738c6711aba76aa0f4f07640600772,1,credit_card,1,95.31
66dc3f697ad3da4fb292a49184f88aa4,1,credit_card,8,732.29
472d6b3e92be83f747dea801ed1d461c,1,credit_card,7,74.05
d6a7e3621ef1e50b038deaf06e44fe6c,1,credit_card,4,41.38
de5569837d26b78e94dbcf0d72e29ba2,1,boleto,1,94.96
2bdda5cf39975296883f9b09394d0dd2,1,boleto,1,20.29
969d4417af042f4e8bb879f49e51b447,1,credit_card,10,813.41
883915e4c377d6f9192fad3ae5d4374c,1,credit_card,3,180.86
b5338b880d2fff154b28a193361f30fb,1,credit_card,3,82.5
9eaec2635ebf99416ead21c62ef53f67,1,credit_card,3,65.0
77dc1b33326d12cbce03cfda27efafda,1,boleto,1,116.45
5691d72069359cd293ac9a14f1bd5e9b,1,boleto,1,72.05
c4b8f31cb06079bdad3591ad9adc2d19,1,credit_card,2,48.34
3ebcb0405b37542a02c3ec916ff70b36,1,credit_card,2,82.61
be09db52db4a7ecc5721c0354ae9a35a,1,boleto,1,31.84
d5157e3d901001c846b12765379f95a8,1,credit_card,1,135.49
206180d63bbc3cde4e902195b8493bad,1,boleto,1,62.78
75f433fd5ff62807235cb08b520c3c49,1,credit_card,3,165.57
d92d14b8e228a3d16418041f0e04620a,1,credit_card,5,55.63
1d1db2493f621bd8ce091e28018ea24f,1,credit_card,2,57.8
1cf03b2013a9167bb623e62ac5681f07,2,voucher,1,43.26
50d8c54f968d5b38446e26e018dc89c9,1,credit_card,9,261.42
7900eb5f4c656f8e2b69ff8751a09e8a,1,credit_card,2,141.91
121752685a1a4cf853bb87fb3b98f3af,1,credit_card,4,315.26
aa60d116f345c481d434f63ffe565710,1,boleto,1,175.08
84992c4145bf78ab42c0e997506e8ecf,1,credit_card,5,58.27
e31a2b3f109d2dd1b7d4d9695880e68e,1,credit_card,1,35.0
b6f243cc1d05e11375858c88a032ac32,1,credit_card,6,67.3
932a6270af6750a5192681cb29c17a6f,1,credit_card,2,54.16
13d37da7780bd1fb1eca0512a3e75f00,2,voucher,1,20.0
47399920ee7546351440204086acb793,1,boleto,1,846.72
a89be75924730a39d29149cc159514e1,1,credit_card,1,34.31
fbecebecbe32df9dc3411b1e35b5484c,1,credit_card,2,36.52
41af94fc8bd7a1531543b0268314696f,1,credit_card,6,1124.87
2695fad29683cb9e20b91e87fc0cfd39,1,credit_card,1,37.37
cd1ddd0a998b40f3335a4b6d9af53e7f,2,voucher,1,100.0
00378c6c981f234634c0b9d6128df6dd,1,credit_card,2,52.85
1eea1a20e6a12130a19a5299597af94a,1,credit_card,2,109.13
dcb3d94e55f894b0b78edd5c9a8032fb,1,credit_card,2,121.55
9be011772d473c8a8c87e86029ab511c,1,credit_card,6,162.65
8da91385fe6a54610be44f0bc8da44b2,1,credit_card,3,197.35
95f9129acfa02eeb9182aea571c1854b,1,credit_card,8,168.32
2f81679117775afb1a3ed7a78186eba8,1,credit_card,1,19.64
ae577e9c807a2335fb55c903ca5e90fc,1,credit_card,3,65.88
bb7c0440a98c76223de17ef728484ce5,1,credit_card,2,91.5
8fbf2ac6a908c9a2738556bfed665557,1,credit_card,4,79.74
cb9a5082043451c06352296e509cc24e,1,credit_card,1,57.24
a8698bce49d9222fa1a1b4cfb3cba3ef,1,boleto,1,117.38
02913330a2afb68b49bc9c5370bd5517,1,credit_card,10,121.88
bcc354647b3aa17143479db9c57f1ce9,1,credit_card,6,206.99
192e9f15d78654ec141918deca721334,1,credit_card,1,325.95
db324d2ccb4e9f72df1e28287c339c49,1,credit_card,2,53.73
52f166ce5fa053bbb27d317e4fd231b7,1,credit_card,4,446.51
d619e17315e239a94dd71fc0e714b79d,1,boleto,1,190.33
3a662f13db1a41cf57b7869e31d1e17b,1,credit_card,1,109.28
20a0f3d89273ba4b9525ba497e2821e8,1,credit_card,3,126.9
897fab0704eda65c69520010b02a3fee,1,credit_card,1,52.05
7c303e55404bf2462c89a320c8d47688,1,credit_card,8,86.4
20e4793779b086b53af56a8ea4b94f71,1,boleto,1,350.34
728e45f5c577ad0806b4de7f9034200f,1,boleto,1,245.99
2dd3e9627a0cec07b3092f404934ce6b,1,credit_card,4,78.38
2cbdd5d6294d199ecdb76f42b62b5bd1,1,boleto,1,74.05
ff79282c8f4c58df02fde009ad02d009,1,credit_card,4,106.86
7e4b03dd0033e5b679e258243d9df206,1,boleto,1,175.35
b6237516853bae5d21654428929bdb69,1,voucher,1,112.29
e659b8223be6f632acb24fb80cf50ca9,1,credit_card,4,87.21
fcc1d095fad4806c94b96c7bbe51188d,1,credit_card,1,54.37
7caa2aaed7e9a56d1bc1004eb7d296e5,2,voucher,1,75.5
b16e956bda09e0aea31977bec8585ba6,1,credit_card,1,154.33
6c187850c87a918e0ac628d5ffd4d75a,1,credit_card,6,157.72
5e99406dbc4e63affa6367a3fd43c8af,1,credit_card,5,261.16
a3b8577da20bded7d651b76f6de4e2be,2,voucher,1,157.99
57ac42b13ab9e5c23733ab0911b2e7dd,1,credit_card,2,154.19
4a0aef3a36c8f8f2d9500b15400ff513,1,credit_card,4,85.14
084080266521db39cd371403f8534271,1,credit_card,6,108.59
b77c7b2203310a5160f61121eaf97415,1,credit_card,1,60.42
69503da6ea02f63348e7bcbbb5420a50,1,credit_card,2,40.6
b483e46d6e6756224ac7bfebadf91e15,1,credit_card,2,58.99
9d578363f05f0a4f13c35ca532f88192,1,boleto,1,261.01
a80cea12b62289c67982c7776d263cb5,1,credit_card,2,25.19
2dd771050d8bf7ee324d78a5216a3b3f,1,boleto,1,137.99
d71b1c42c6f9f86a5a60c831f0824337,1,credit_card,2,149.08
49e24f3b7bd666cfb8fcedefdf35785b,1,credit_card,8,565.5
d79b5d99bedf3d553349fb878a6da83b,2,voucher,1,5.35
d3d2abdcb92f954926408fc4e9088e45,1,boleto,1,92.8
b9cf3a59457dd74f7b1191bffa8d0511,1,credit_card,6,279.98
89b5845c9341e01e139bfc80ad813feb,1,credit_card,3,88.62
b6e424878cf41a8038e095a39f6b790e,1,boleto,1,65.1
64a34bd8faf1ed47e5d3fa8627431a3a,1,credit_card,6,354.2
dd501072091c950a1e6bb5ea9182df2a,1,credit_card,2,263.23
0daf1f0e67b534ad873ba61c5d6ad7d3,1,credit_card,5,153.2
bfc9c6b840e5a8ac6c42347673271b9a,1,boleto,1,137.6
b2fc720676930e0f9f3c1e472e8cddad,1,credit_card,3,44.83
e548f19535ce3b22126e497bcc5d6e16,1,boleto,1,75.54
e4aac63ea6f6b75b6d91ead05207fb43,1,credit_card,3,138.15
59a5648d91a60574c541152e2fe1c66c,1,boleto,1,155.72
17854cb973394948ffc171595b2ea615,1,credit_card,1,94.85
da19f73a444dea9507b737d32d8eef61,2,voucher,1,258.94
ac17fcdce65beed9ddc7473ff8150528,1,boleto,1,184.87
fc4e4569c5ee84762423c8111fdea8c7,1,credit_card,6,744.66
387c2cbba26c5cfe21c60a8f2208a78d,1,credit_card,3,106.23
49865c5eeb869113155c217d234a777e,1,credit_card,4,218.93
45fb3f449f9ca45f89ba2d2b062e495b,1,credit_card,1,35.4
83ce5e6768db49face91c92a88888ea1,1,credit_card,2,102.61
6590f1ba60504cc128e446309ae6bfbf,1,credit_card,3,250.53
4694458ee0430378cac9d675e2a38d8d,1,credit_card,2,30.88
7b25b2356eef14019a831a9c9636c146,1,credit_card,10,149.65
c6fa9f5af647f54d235728bb12eaf5f5,1,credit_card,2,118.6
6b65889f1f3082cc3bcdffc01cb70a78,1,credit_card,3,63.72
e6485b91715e7f2423b449f14fa702e8,1,boleto,1,143.39
bd7951a7bf6dcababde910954ff2316c,1,credit_card,10,292.45
553a1f1b74cf15fe6cb4a01a627ab41f,1,boleto,1,294.78
8e013dae97f228e06604de7385cdb043,1,credit_card,4,305.77
02fab07a655ce404330d65b508f32d9e,1,credit_card,4,287.97
3b762d0fc1d3436171716bc6c3ae8497,1,credit_card,3,380.4
40434e5872b0959c656496620bbe95f2,1,credit_card,2,29.69
d7de9dbe0c0b04bf4402594c60a4991f,1,credit_card,3,145.74
846c2255d0eedb2043aa0b3dc470f32b,2,voucher,1,30.0
18709a2aef5a66689133dba02a13e5eb,1,credit_card,5,54.61
bcb98fdac3f5de1aadf359566ffe8825,1,credit_card,1,141.12
ca757dbebcac3d3bbaa4eb7ea0f699c8,2,voucher,1,200.0
5c23ae4442fc127a8201b2405bc97d9c,1,credit_card,2,78.47
186748dbc47f9d6cf119fe3ce8be3ea7,2,voucher,1,100.0
cc62c4c4dc7f0bef11fd8848aebb5da7,1,credit_card,5,175.28
b8d23755d712f3990ab73d755d1d8cc6,1,credit_card,1,104.79
e4d3feeb8db71932f3211bb585169c4a,1,credit_card,2,31.95
391e4611402ae83da47d1402febe6cc5,1,credit_card,4,105.82
549a64c18685183a33b68184178807fa,1,boleto,1,157.7
2f7d729d01da93cdb12badf11a21d0e8,1,boleto,1,71.48
3be070ae2edd92621c933c5341674b4e,1,credit_card,10,191.07
9ea96fb95e4f5580a50a0dca1e9ae212,1,credit_card,1,62.16
0a38b7de941db65679a11a300f782703,1,credit_card,5,426.07
64d530ee7914438bb094a16e225c7cad,1,credit_card,1,158.21
475f773f6c0d909e49b758adb2401e3a,1,credit_card,1,57.9
c0f132a2c5e9f2bf23bf5671d6fd980c,1,credit_card,6,358.83
9d933ce196b732edb1fdfe89094d4ddd,1,boleto,1,147.3
457ad46174cf848b645e2ebe12038917,1,credit_card,1,107.28
4f45b64cff81907c56fcca5991321f97,1,credit_card,3,111.84
a08da8f76f26fa82d1f0b71dc96088f0,1,credit_card,5,132.04
9a8ed77611006df4a507b6649200b71a,1,credit_card,6,63.46
26b6a281b9bf31419ec8afa0e1deabca,1,credit_card,1,32.78
1c7c8ab324927f5b6e52338bd110bef4,2,voucher,1,824.0
e29f025b0eed4d3bdcbe5acc0f18954e,1,credit_card,2,27.71
4620cc7c4473f6f872e2f2b278f1c6cd,1,boleto,1,153.42
cf1d3b9884aa522eaff20488d9b1a1d9,1,credit_card,6,61.59
7d76251f09d8d802e7df0ff067dc7158,1,credit_card,8,123.05
1ce43b051dce1e2139a29c0b64b5df53,1,credit_card,1,123.49
b71ba668b12da5320995cd74acecb2fb,2,voucher,1,25.0
ddf7e19dc4d5ff4be22e808142f35e5d,1,credit_card,8,528.77
2297a47ed15e99116ac68cdb390cd700,1,voucher,1,18.0
8719765a2c69491f63bc8b06f379488f,1,credit_card,6,208.88
053fdca16d1f69bd52f908f070a19049,1,credit_card,3,69.71
f21167a5141522821d54a766a2a54ce4,1,credit_card,1,55.95
33a07fed56477fe605818442871aa9bd,1,credit_card,3,185.64
0fe0304e435117f8e45fe2b298ed25bd,1,credit_card,10,482.71
a9db19260d4597e49840ec0146f0d3da,1,voucher,1,20.0
b124967afcc82ef17ec41020fe2a9136,1,debit_card,1,58.87
a169311914e5fbfba32bae481dd1aa39,1,credit_card,1,54.38
f64e25d4978b16757ebf945e3e00b85e,1,boleto,1,85.15
bd3458e3df5a23eb95e6d526dc86bf2c,1,boleto,1,860.4
088858a852d62de0c175c9cc4bc0ddb6,1,credit_card,2,111.76
7fec483949a1002d3d89fbb067f6cfc2,1,credit_card,9,193.45
35ec908d0cff9e5ba33b44d2ad7850b7,1,credit_card,3,103.25
f4292190db56513f0a25ed9fa7fd2f10,2,voucher,1,92.58
1f133ab6b29096670c6f0024ffa95d3f,1,credit_card,1,140.22
ed7774b614a7ad220649f09dc6a4c043,1,credit_card,1,54.82
bec5e390bd832706d84b46aba9c4a83b,1,credit_card,1,26.79
1c0ed0f1981e710449d7d5483d4ce8fe,1,boleto,1,50.05
ade009c6183b28931a1ea0841dccaa94,1,credit_card,8,236.7
3180196d4f287c726e7ba95da8f56ebe,1,credit_card,1,93.68
cb6dff9394d43eeebcff3c8caea9375a,1,credit_card,1,53.08
de555a095d66fc6e7b5a1131b4e0c31b,1,credit_card,3,36.84
