customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
5405e2ecf4b9c107ef102d38180b238f,732d307839b02bc2d3a4c26b515ea2b9,07402,aruja,SP
d0299904c5fa5e5937428d93eff7a783,d7a9f47a1c943e087a775dc2f9d43eb3,06766,taboao da serra,SP
fe287f582b6ae5c87674e95f6ee11130,50696b4ed7740797be1b00a39330d3b2,32665,betim,MG
061ef7eda5cb54d9ccde7f54ea98f7fc,336a58bfc72c8a05d6f17fe74a7ecda4,30830,belo horizonte,MG
c2cb0597cbe5d39a13674ded580b6759,b9e338b2a1eb99375b994db858fdd143,89065,blumenau,SC
5a0d42c9bf8e601108379c15bb808c37,cc4de577443a0710cf5fdfe9229a1411,01223,sao paulo,SP
0992bb382c2c55324fa17f925d9a66bf,2fd6a08f6ec728ad2791640b2a45cdc7,31110,belo horizonte,MG
678e29da385819d20ed00a3928143d54,4ef804137fc4ee19605326b7f99edd83,12229,sao jose dos campos,SP
925ddf3482c150d9e469c4b47d52e1c2,10949d619a29c56e7e370997a2603555,55004,caruaru,PE
56ab12c41231e557afdb9dd27ce5652b,78325e8d5092cd2f75531b0cf11ce239,04534,sao paulo,SP
a5f596b7a0f0b2b04aea6e8c4d809be6,edb7c3435d0e6dadfeaf333ba1199f29,22790,rio de janeiro,RJ
8918dedf08a051aff27479246e74a5bd,65fb17c692327dfef891bef8b7f33c2a,07011,guarulhos,SP
bcbbc6cf8364e1cf1a6e0fa5570372f0,c60e0c67b73f134a6554318c2a4903c2,85904,toledo,PR
ea1db785abeb76be99f949bce241eade,3267e3bbba0c09052201e3703b978aeb,31140,belo horizonte,MG
c78ce21cb11b3b0ceacf5be3e158f502,aa3d117e569361959283b1e267bb785d,03119,sao paulo,SP
957eb9ed2b71b5439f68a865a736de0d,a78e22cba17a2973cf70d283b4119b5a,88904,ararangua,SC
eb8ae179d7fc6dd795e9a3ca6be928fc,a5ea267ed08cc63f6848c14b2f2ec313,14300,batatais,SP
52ec7c76aecc393c0db44c9bbcc4aa68,4df2f8ce1d98a38ead24358c74cec8a3,14080,ribeirao preto,SP
54beafe443d4349d60293245538ea602,a44e702d1e18a414504d5c8711fa145b,30130,belo horizonte,MG
dceda171b3a9fcb7eef3e274f6f2ac94,8d5f799945d96f307c8726415cb4decc,79104,campo grande,MS
f0c20eb716fdd6eee9527ec291b182e6,911d70d16b6a072a40b2786f1b9e7b29,48602,paulo afonso,BA
942e958857fd86d6a3ee59668ea1cdf8,3b102dbfc43b46f6ae984015e972e28d,14406,franca,SP
52d0c9da7a7e0a0b9596311b1f6b5c75,3f3b6010a4580eb0dbcf668fcb189bf1,74935,aparecida de goiania,GO
07731871dbc303d9af056c55552492de,6e8743c0e88d51e1e7b2455707e209e4,24342,niteroi,RJ
b57504f62d129f5eefa6fe4a035e0e0b,8cc552ee9ad72129a85b102a7781ac75,65060,sao luis,MA
c3189548cd373b2d1f4d190e5008fe7b,f3b9cd7ebcd910bb1183d98ba10713ab,99260,casca,RS
2ddc27e5edef347a9c31fe3f4264675a,094b16a7db3cef4fbf754847600a2692,23585,rio de janeiro,RJ
7d8fd581cc612022d2149f093956b42f,c20c61ce274e37eeb91b2e4e9e473c30,01258,sao paulo,SP
fda1f3693c66c39dcdc4160749ba062f,fb37b564ebbc8a5591a65b9cfa3d501e,45655,ilheus,BA
fb7e9a0264b2987537473967c3518c95,cd7ba8d9c38011e37b802cbf80798696,07023,guarulhos,SP
bf6ecfa386881dfe591b4ff4b7647db0,096f5b507bef15095ac995aa2b720a33,46835,nova redencao,BA
aa1f108848b9e00411aa32c1161484d8,15fafda46b8cabcafd80cd37a664181e,50020,recife,PE
3936d43a9f6abb98e86943c6c7e5de2b,880e2166e57226e7095960e71316ba83,36345,lagoa dourada,MG
3102ae1e7918e0dcc796dc85f76d6423,7ee3337a3e560366f3afd608d006e5b6,30810,belo horizonte,MG
a71864539ac6fb91e3fea25f0a786798,d47916f9a4b7c732affff082123e8cf8,15600,fernandopolis,SP
ec45a475aab53b94988fa324117b87bf,bd88236f2cd9a0b0183c20d1772d2746,20261,rio de janeiro,RJ
71b4c6e6533aedf91badc5276da1b344,cf9dee1201f8413d6618ebf94dc94301,81050,curitiba,PR
15d8866bdff8acb852e44d4702f27373,7697070b1e1fdd79c5065d4f756f82cb,66093,belem,PA
52c07106716729bffe2f72c475688380,15bd73fd31976616a6857ebe833c006d,03702,sao paulo,SP
f82f90e4f8e09dad6bbebe46b6fde923,40a09d9ceaa2b711f08bb3bcb25d3703,18681,lencois paulista,SP
14413e54e206d9d58a8e338dbda158a7,66a6a17474f16d1bdcd03344f41cbc5e,49080,aracaju,SE
44c880d8fd29bf9ead60d49adfa11c25,177e10134f99776d8a2b0c10c3fed38c,37190,tres pontas,MG
15e61b14dbefc4eff85195e9f2f056a5,2d1673afec3c23bb2d7456b555264fa0,18400,itapeva,SP
a4d021990afaaa8e7c8c41f9fe72d7ed,175fb6b5133abe30730dd6108d122b80,14740,viradouro,SP
d39b36bae7de866a9bbb376d2b42b96d,ffbd1090fa1840d6cf9106fb238089e9,13960,socorro,SP
bed634711aadd752f21d3bd8b2dcd9c1,dcd680f6561ebea0ed8d2243c113825c,45836,itamaraju,BA
8d117567c56145436df4b0472ddffa62,beb0c30d2267b86db97d0c535be03ab6,05303,sao paulo,SP
033f5ddbb536a477e81abd786f23f452,77990aebc36116f217b324ac96d6ad10,30360,belo horizonte,MG
ac2d501a519f765a4b944b5142a19a33,7d1eb66fe2264dfe67bd847126a3eb05,13401,piracicaba,SP
17f43f11fb46d92e981d533228ccdf59,ed199c3caa07116eb0e13cb32f292081,30640,belo horizonte,MG
66d54f0c4b597dbc5ae55f45bf4354cf,0659eceb7d1f69c93d5513ff50c43842,07124,guarulhos,SP
c30dc83700d4b4f4e9a1f852bd60a3b4,5a03c0d19f3489c0f6ed18960544f235,22750,rio de janeiro,RJ
b8ec04c8a20aa6136b207e84ec12593f,374ad33a8b3ec3e6fac9cbceaeb727ec,15540,alvares florence,SP
e8efbd6f49cf9ead02dcb759c6c07e6b,b0bf646572e6c443de8d15a6ae0f3866,15503,votuporanga,SP
809e1861cfee372e6a6f8523ff520605,648a5085600172967fa79c7bb045f574,09895,sao bernardo do campo,SP
37975001f0bc8f900dfeeb40a2b4e303,f9751d07d96dfb9372734b69cb21213e,12221,sao jose dos campos,SP
6bba511e5eff14df06ee63e3fd5d0ffe,1d42fa98222a04f976b518089b300274,18201,itapetininga,SP
c4166318f0d95d4ff6e243c05b407d21,dc2e3d8342b4ef33945a258ce631ab3f,29024,vitoria,ES
d538a7bace15106d359fbb0a2407a429,74a581c080f83e6f518b585fb1779e09,18681,lencois paulista,SP
395069eda70baf27cf1253f86abfc22b,591a2576051d91be7f0588ee8c229470,05170,sao paulo,SP
d9442164acf4b03109425633efaa0cfc,9915eb9f74b6c11aaf04833f65b00e93,38600,paracatu,MG
560c13ab2e56044eec5b75a29e759272,1c3c50eaa30aa34ec0e5e2c18891f30b,76850,guajara-mirim,RO
bec65acb896b0b86bff85c5d024e2714,fef394a45be5ecedfffbe954c878efd3,24941,marica,RJ
70f8f32f2378bffb632c545370806068,f4e6efcdd199b756ecb90fe5df92a84a,13502,rio claro,SP
d1d259ce7187c9deb7e86de58e65a81e,0de3f5cbeaedc8f981622dcefce0686f,02185,sao paulo,SP
9b44b356e5b71eac310f1e3d28d145f9,a0ed3411bb7f2e5fe130baa348453c5f,40750,salvador,BA
578614f14310499cb4a29f5a87ceab56,2d5e617e6b8b6e6eb40d0d4fc03179ec,95270,flores da cunha,RS
c1e9954632f52af1690efb1a3ded73fa,683cf6b49dc9732a6505d6db2c1abe64,94500,viamao,RS
5f3cd73d195a1fb2b2557465d7e5488b,20db05605066c869e0c25e0dcddd08e7,15770,tres fronteiras,SP
244d30900be58e7912de872ab6f81f5b,589b1324c95d075ec473d44d421f840b,25070,duque de caxias,RJ
ae896d8d9bdde52715f81bd2a79fe218,5c950be09247ebf8d672c20cbc30383a,93260,esteio,RS
3c29fd050b0f03c8edd4954ff0630eb7,ed2a8c08257f47ebe412b0bd756f2912,03084,sao paulo,SP
1ec2b1b57e7e5a1b3819a846681dda5f,0698d10fc985e49edcd35ca9d7616dab,83502,almirante tamandare,PR
565004177a5b7c33f7f8898434b6ed6d,d3e37305cc017f3285f738cfecac98f2,16013,aracatuba,SP
d69da957a458e242fc8c659738ce35a1,d59fdb68e15db938458f203e91613f79,01321,sao paulo,SP
2989ce8ae64417334433bc6188dc8427,bd10ec3ad72914d1866c911956f9180d,28300,itaperuna,RJ
1a9c7149943c405cdc9cdd35b20aed1f,a1d5e43cb94338161cf729569621a759,28625,nova friburgo,RJ
3aac1b9595d8ad08680f3d00d5afc432,0c6ea2a59dd585779e9b25d3df3ed41b,23092,rio de janeiro,RJ
45d69248583acb20360cac1bfc1bbf2c,35a537b3d1e5b3ec614e38cb3726d59c,39390,bocaiuva,MG
276170f5bc4eba680e2ffb623dd52585,983218a392d76592ad22ce4e139d219d,48415,fatima,BA
7e9f5d87ffd011fd1f5084329b4b7613,81ca8250e79d5f258b256c12a2377c6e,83750,lapa,PR
ee0dd94cfd30e67ecbf17bf236f47c1b,4231d120daa9f7798734448b260a11b6,04571,sao paulo,SP
69cdb945535dffeb2313ce7c20a95c3a,a44a57fdcc4cefbcefb7e4a92eded716,31545,belo horizonte,MG
1c3ba04947c5b1390ded9d8533791ebf,2b9d6bc6bce2439eb172a004287c2c2e,47740,serra dourada,BA
fc39afc06082ea33d82e5c4b4c6e94d5,a5c806ebe5b25d0ab1e7f0da0e17d6bc,09667,sao bernardo do campo,SP
6cc8599cf241b69a70553bb37f460591,864a30d21c802bbf0f03affc40a8ef45,91710,porto alegre,RS
cb3854593d940470990944eb8e8d44f8,438ee0f8f389fbef86f0161d37fcf7a6,35162,ipatinga,MG
15afbf8ac67202642376cff3d3a5843b,bc93c9c28cadb414340fc1c628c96569,06700,cotia,SP
ac708849f8add56b9c304bd26ffd4bee,57f36f673a04f9fa8e90f54920061a9d,03930,sao paulo,SP
a87d45ca887d3d335a94649960190869,194372be77b95cc7e9e0d96e6d9bfb07,17032,bauru,SP
ca9e43d2589e04a0608d8989d5c5452d,8f062a3d9b2c79e29cc3d8db301b6d39,04316,sao paulo,SP
526caafeb47b743834c8e21b5faed622,d88e864efae1c993d594967aac79ce2a,13590,dourado,SP
b19bae666b5f5ac5a30bb5a3107fdc54,0f0692335c7742aeaa35bc714c812659,30190,belo horizonte,MG
35647463ddcfa9e24f6ae04d3cb97cda,a0726120dbe79e9410d667ddd8fea4e2,36180,rio pomba,MG
d0c07be82fd929e1f01e1cac905e437d,83476105a4e9a12fcddd09081dc6cefe,12243,sao jose dos campos,SP
380e3164088d255fb4e116a4a01743cd,f46cd8e8279ddb2ce406d91793f879ed,05134,sao paulo,SP
7d5e98a2e485f0735beee6e2d1c43e0e,01f2285f85a1c603eb7ef755ad311769,35162,ipatinga,MG
d3b0d480bfab67976244e1c05e9ae706,eb31e20290f2470bfb2b0549f1f8582a,96230,santa vitoria do palmar,RS
fd28c7968c649e40e639e20d79040ccb,ec3c96625c23e152219f0cf0915f0fff,22753,rio de janeiro,RJ
c3ab6358d2556844d38ed5dbab0b41ce,bd8717655febcdf30f106e9f3cb24628,97560,quarai,RS
5144672f3d4c43d179dc389a64de306a,dc5ff175dc46767f2737fa4e5188ac64,37930,capitolio,MG
023f52d000d35a9fa8f4dad675c5e080,d04cf8840eb709397012d6f257450ae7,12947,atibaia,SP
2016496924ec7d507078544a9ac7bc30,e4cdaf91537794a18e774eb24c4783dc,09951,diadema,SP
f7bdc949cf6af9b52db6480abef6a001,a82f68cdaf7c3fd81b08cd60878d3fef,24230,niteroi,RJ
9436ddafba22b7bce5b50f2a4ca57246,226587d259aeca3cfe9ba63b4b4dbde9,55870,timbauba,PE
c5b4ff6e1567dfcf1c3b4a17d82e9f25,29822ca08dca951a79be070855d1126f,29313,cachoeiro de itapemirim,ES
af17b6675899e3cbae027434a80dd3a0,302973a9a16ad38163d0f7975b24c432,71680,brasilia,DF
abc04b2e7196b64e40603beb7d4d392e,15b2459300f0b85b233d798c23552cee,69301,boa vista,RR
7e1cc7ea671a5c655c0ed5f06c897f95,cbebc20a65580b4deec0c96775599dca,05115,sao paulo,SP
eb8604264c616ccf2c09262519d37cc4,fecf3cf03f02912a456993abe971e4fa,24230,niteroi,RJ
abc05696c031459d6f0ae1ad798d8144,5f70cb09d12b087982edcb7ecfcf8178,29149,cariacica,ES
63e940c343435c829ce63950da558d7d,4e52868ca801ed63098753335c0ff17b,88035,florianopolis,SC
b6dad47ef66c400b5ea975b58f58c57d,3721e9b977a986ca82cd8478ba0e03cb,08588,itaquaquecetuba,SP
4a016c3ecc920db586be088aeea03714,4659f48db02c5e2e5a1c87f97fa7bca1,23047,rio de janeiro,RJ
6cd50851a4a912e882b9812f3249542f,6c2662935a686e86c8bf44527eba4bd5,13472,americana,SP
57a13b49e2c28cc231094993c2613ebb,fd4e2eed3f08afa1438dc27c33ea5b89,11355,sao vicente,SP
cfdf986b1a23e5be4da26faf17d5da1e,3b4123c1052f349e83b4646c759a61f5,29101,vila velha,ES
d1c60f60819bef9ec9b29e681b84ded4,156b627048609063d0a85774fce17b3d,76450,minacu,GO
92186910fbcdfc07123e833e722bc41d,ccdfdbe77cede39a91e324e55c234593,12946,atibaia,SP
bb0fa453b48c8f4c9a4b461f14123095,017d9afa17ebea3b2a7c03ed6bc954be,05351,sao paulo,SP
8fd475ce403409d1f2e6266192b35e7b,d9499e0d8b4458a7c30c627b33a4795b,09360,maua,SP
73f98782f67f44297697ea25d96bd871,2a11aff1149cd4eb6f3999a463681338,74620,goiania,GO
840b47362264dfde96bdc04f1d702d0c,222f30917bb3136dd794ee8d25531199,68500,maraba,PA
3b3857f0e16e75028a0980e9fad79b58,ccddea730067e7be3d36daf2c7b846b3,28460,miracema,RJ
dab046e9e5817b2f04b357b4fbb9fafc,174a20d05ce3833ac66877e7649aee57,13171,sumare,SP
cb239c775ed18e6c80506625d452c869,e91d88a8eb7dc07c7f6204ed0150316e,13468,americana,SP
792a76b5589ff342f8f1d3bdf51565d8,7aed42be6f165f7e9db4da402074f68a,88600,sao joaquim,SC
9ccfb215b4e4e8c78889a20f90014a9f,0929f902636077fa881e2a3c8e1aae38,38408,uberlandia,MG
5cd7b9a71c9e3e244d8415f996c091ac,9ae071d69456c929fe775a0eaa90cf77,13084,campinas,SP
500d19ce7db9f10540bb6a251379cc6f,ee14b494d75d6bfdfb18c3456f37ee2f,58035,joao pessoa,PB
f3457b8fdac18622de498551383ae1cc,62bce9dae884ebd989f251ed2cbf677a,96570,cacapava do sul,RS
5b795b3311574f21bf4888f477aa1518,8d6c930e3ef6cf55b39cd44d3cd1dd83,03647,sao paulo,SP
3f8c3a2a3d813e4ccf04a3bfa375d520,be625075a2477b0eb34c9c781ad51bdc,04852,sao paulo,SP
c4c66f47534e09a03fc7a878a9eda5ea,f80013faf776e37bcea7634d59c2181e,04716,sao paulo,SP
921ea7f6e2a5645d5d1288696ed9c953,a58d75d906619891fbc629049af9a429,04738,sao paulo,SP
d8550cf18fadc5a48406fade5a1b556a,99d909bacd88dc7a0298d3256ff13716,04116,sao paulo,SP
7e02b16d28f8d9a188d9052436078e8f,24731f9727a23c45d2e38bc00cb4b2cd,29101,vila velha,ES
74f388d7c1757feb7cfd8bc9efc7a78c,30057710f699e666b130e5a742657a8c,01501,sao paulo,SP
eca9017eda056e3c2264fbd939a5e0b6,28cccfbe3043f67ee85b1742c9e29557,29830,nova venecia,ES
9432681221f462df34a46ddb23b6e722,a9fa065abee7aa69ab5520f67ac9a736,32400,ibirite,MG
ad2470a2b3c43797cfc4ddf238ca8929,6537bbbfb2b8169a6f5f87a004fc28c3,12947,atibaia,SP
32f933ccfb84e611969e9b44d4ea5739,955426621e97369fc4d9e9702140107c,37570,ouro fino,MG
733ce8edf1b05d580ba4fe944d5fc493,9c5fc254e0b7e291be53e847dac81d25,09930,diadema,SP
2877d92a0925bf30fe19e44ef779e533,9d5a965adb4373036f892cd149e37395,37600,cambui,MG
25a12a773f44b1d53fcba4e6834ea4bb,a6839c244ab165989e4fbe86fd36817c,11680,ubatuba,SP
c753ddf1479aff673b07bdab010c60f1,5e77878e639ba61109799910867038be,18045,sorocaba,SP
e5a425ad8699dd021f97ac837591cd70,c30b0c608dcfd2de51f2a181ba746b5c,04143,sao paulo,SP
47d33f5d74774737d2989610a84d1150,41f5319c0244bebba3ff75f2af7418e0,03318,sao paulo,SP
4a00ac708f3f33c001588e9529e90691,82a1a712d8738a8320082f86f2cad79f,31330,belo horizonte,MG
0080e98d82eceee143dc006defe00687,38a8b05798967480ac1ca6ce6c5cbd6a,17511,marilia,SP
d4b78333966d7c8eeb85730b617edc3b,3ccdb773109127443b9c9a88d6639ee2,27963,macae,RJ
ce11232370d1f9997a7683d55f09fa41,5fc9aa56fb24a568fb56ad0eb9e9b1d3,08545,ferraz de vasconcelos,SP
969bfe4cf327c55f3dedaf7ba053a310,e4dd2a3be7786eb96210f216cc4cc0c8,06030,osasco,SP
d6505f1e68ff1731c2b79517f47a8d4f,e9d46be2cf4eda58a25af60f153a39f2,53620,igarassu,PE
97d4270ba979285c0c6500fbaf1e7da1,00444f48f6c9b55657e49435ce3a97ca,38401,uberlandia,MG
9f37cf36f568771b31e34c57a123729c,e92723c287014f511291debf7282acd3,35540,oliveira,MG
aa199982564f53f710a2115e8a5689e4,86a78c9e5114f4ed30887d4fd8153d9e,27963,macae,RJ
9c46deb6b8ca01d0df7e67b255e4fa97,37058be38f15883c363d658ade716ee9,16020,aracatuba,SP
c6306ac21fb4ae74e7c95593dd0ba5c3,f45b805b1e9d0185eef2d7ea730adec3,21550,rio de janeiro,RJ
87e0bfecdb562b3802e43060c7e5b532,77e76fbd0f38350efca6121965fc5d55,65270,bacuri,MA
981dc5e9b0855c9d17f0819bb3c4f27e,ff38610e865f6ffec5b6fb8725be1f7d,13385,nova odessa,SP
53340559a9e75cb55dbb6790bd78173e,b8fb9a0edb1d28b0c4207834a5b2a90a,13425,piracicaba,SP
fcb0632d5c4df71e640a71041f21a6f1,df29788bbef195896f1f227e769f9339,88101,sao jose,SC
bb8953623b704a45917b3800da0860ed,34784e7051458196fb0e889e5f1b3d71,18273,tatui,SP
510183129e0db0787eb3d485c0367f0b,76a99432e54f558a374707afa8385c87,32260,contagem,MG
0d1d5438d7f01a46c249fee6c79e7e32,56dc20e157960ab78a89f36b57a591c4,09580,sao caetano do sul,SP
4cad8e80a929c35386479f5845313874,3f33e7e7a4f7ee0ccf8fe97631476ee1,13334,indaiatuba,SP
6c2f01dd689a62bd11bad852d758ae0b,9992211e42adf7b7ecbd27a4509c0243,12425,pindamonhangaba,SP
5f7fea0fb833f457217acf62b30f1972,7de6923feb35775fbace1cfc5cfd51f7,22795,rio de janeiro,RJ
396807fcc35170166ffb388d364fd486,0b42d07870bd72fe23900d4356f9ad25,47600,bom jesus da lapa,BA
eaad41d3d3b81fac6a7b314425043b4e,4254cd9b3e19107a1ba6e8a1e37fde51,22775,rio de janeiro,RJ
7e395b4bf53aea8c56b1213f1b801411,f7495a8d48d05ca657eb075b905a1b8b,07093,guarulhos,SP
908ddc5ae127ba1740a4ea84bb656725,2614a511be97fe0ef5705f2ad9502cf8,08121,sao paulo,SP
ed340a6ffcb1840c39a8fd0e2315ca96,9a81290020261b53df95d22f4ac8cadf,31975,belo horizonte,MG
7605a56bf8e58ba48eb33c0d6d5c87fa,868824f16be9962902048e8913bc31c8,15990,matao,SP
3ca9c178df280c7759485d997febb7b0,76f7d40948174f5cde0fcf8e6147b59d,07194,guarulhos,SP
b636ce46b14f0aac0e905d9410c0c3a9,d0773c6b2cd9c28c8885acf214f04f5f,20745,rio de janeiro,RJ
c4f135e4cc9e64295cdc7cadf490b642,8354efcda5b838cf6203c9b135ce4e0e,09260,santo andre,SP
5910297023a3745d6c6f4e455e4ceed3,bc12004c243db01e675e30cb2ba5d81a,13318,jacare,SP
72fbca98280bcd9d6131e02416d992f0,2aa8d8ed84f5c0b179efdc88fdd6ceb3,05351,sao paulo,SP
5eedfe8770c08d904f4c4f1c89da224c,c0e34eb3758ff52f422e985899707a00,59158,parnamirim,RN
c09962ce82ae80e545818b93530aab09,47b38e3ca4ce43247fdfc425e3dae292,07190,guarulhos,SP
fe61004a24f1701cdf06662c4f4a0f00,d512b4f2972ecf63414832d0a914538d,81810,curitiba,PR
11fed1c811bad9120464349fe781821a,71511cfecc25f72fa3b05fd5795a3cd2,88058,florianopolis,SC
ae9cc596d22235c547acce001f90fc33,930dfe46b364af81db0fb4828bce74c9,74675,goiania,GO
df2660497087c34c3d0125f7c252a62c,23514d2198beeaa0c6cae93f7bcece4f,37460,passa quatro,MG
a089b2bc903a8628095c330985e9ed58,74e1969374960636e16535249ad6ef44,02565,sao paulo,SP
505a018f1fdf5778581713be389b915a,efd53715921c90de9972cfdc6c3c392d,13284,vinhedo,SP
a26fe43b2f7f0f2baf12a881ced45d66,eba66367d1ba25bb9b96b35f534f8d3c,30220,belo horizonte,MG
1588ec2728805bccb98b9bc3c30c527a,caa4a74055bc2f2ecf52e8e0ddad69f8,62960,tabuleiro do norte,CE
1ac79e9244083a16d968ef53e9f52f59,61f8104eea01c92288fd2cf0c1ae3f0a,81560,curitiba,PR
2d751f5b37b5eba217d21e3f60ccbf80,61ae3fcc0e225678d2a55686b426d333,29090,vitoria,ES
067dfd197c70456d5dd81c801fae133c,b944e713f329c481160c81f9a3795392,44920,joao dourado,BA
7446fba8e2913f81ebd64403ec81a53e,518623de9a7c008b215b8b92f5337722,23075,rio de janeiro,RJ
