review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
6122b06f7c719e1966300876894d5990,7f8cb0e907ae9dc4012ffab6fe6f738b,4,,Chegou bem antes do tempo e em otimas condicoes,2018-02-05 00:00:00,2018-02-07 19:48:22
60ac0588f7b3dc1d3abc652be186181b,f5230784f920e7820d031097408d88b9,5,,,2018-05-12 00:00:00,2018-05-14 22:54:22
8d26a48260b9c89619a9f0788439fed5,bde4e874383e1817284c013ec6a2d72e,2,,"Apesar de dwntro do prazo, achei muito demorado os correios estao cada vez pior. ",2018-02-27 00:00:00,2018-02-27 21:21:09
e6c66ba7a878950b43274e43d6579c5c,83c3246595fc5058c7c66a99cf9b74a9,2,,,2018-08-21 00:00:00,2018-08-21 23:37:10
39bfb399deccad64a4eea1d083a36a7b,28b3a0c20aef4102b44f6928bdcffc7d,1,,"Comprei dois escapulario, mais esta empresa mandou apenas um e agora eu nem seu se vou receber o outro ou ter o meu dinheiro de volta. Que merda esta situação",2017-04-11 00:00:00,2017-04-12 02:37:55
3f4612e2161f3a854700b4d94029094a,2faa51e1d770110c3f415c9b0a957156,5,,,2018-05-05 00:00:00,2018-05-06 17:54:48
e80b67782a8f75c8e1efd193faba4430,c4b8f31cb06079bdad3591ad9adc2d19,5,,,2018-08-15 00:00:00,2018-08-17 21:50:11
9392a30e94a7bbdbeae087d724402748,627275b5ff757bdc2c6bc89946ac43d3,4,,,2018-08-28 00:00:00,2018-08-29 09:49:36
c4f89fd97322ccbeb2606d6fb904ff8c,b50cb79254a7760812a9607d3ea0d6da,4,,produto entregue em boas condições e antes do prazo.,2017-12-02 00:00:00,2017-12-04 16:09:11
4f072e1788bda93be16074632ec37314,b81af501c9ae710ed9968a6018400a09,5,,"
",2018-01-31 00:00:00,2018-02-01 02:15:08
e2f0880dbd1d896a2e21dcf9dda201b8,391e4611402ae83da47d1402febe6cc5,5,,É muito lindo o tapete infantil que eu comprei. Pena não ser maior.,2018-08-03 00:00:00,2018-08-03 22:24:44
c56a88a404315a0d9e412c1472dda2c4,ccfa13cff25aa5ad005e434ac68acaaa,5,,,2017-11-01 00:00:00,2017-11-01 19:55:52
440c51fb7ecb89487f8ba0f286bdcf40,5e8b4aa74976e14d93bdf32760b2e1f0,5,Produto recebido,Como sempre tudo perfeito. ,2018-07-04 00:00:00,2018-07-05 13:20:53
2a1bad8468de7f2b0fd9c734ea503830,e768f86beb709ac3477b8c5ef5d265e0,5,,"Fiz minha compra no dia 08/05 e a previsao de entrega era para 
31/05 mas chegou bem antes dia 22/05 e a qualidade é excelente, para quem quer uma mala grande e espaçosa essa é a melhor opção!",2017-05-23 00:00:00,2017-05-24 12:31:33
7e84c9c401d739e592f7b3e9eea5b8ec,127648601fc869b77e2e4467074a65b3,5,,,2018-05-19 00:00:00,2018-05-20 15:03:02
c956fbff46575d809a5cfc37392a4bbe,7bab8fdc27c8cc367c51bb3c4f8bcc42,5,,,2018-03-24 00:00:00,2018-03-25 09:41:03
b85581528ab90e18f71b5f54c56d7ed1,4be3435a18d709c7bec9b8d5651088b4,2,,"Ate a presente data o produto não foi entregue. Outros produtos que foram comprados juntos, no mesma data, já foram recebidos.",2017-10-28 00:00:00,2017-10-29 11:04:54
628a9a2f6c3909e226848c912062a28f,993d5d78bd251d2ad7d2607110a04bbe,5,,,2018-08-31 00:00:00,2018-09-03 10:41:12
02e4db658df4818621288b399304c37f,93a0f08dc580109e5b1b94f73b728d60,5,,A loja até mandou uma cartinha escrita a mão me agradecendo pela compra. Que bonitinho :),2017-12-21 00:00:00,2017-12-21 22:04:33
7330ec92cda3e902e292061b73e376ef,bbcdf6eade27ba117835cb683a80ce09,5,,,2018-05-22 00:00:00,2018-05-25 01:10:20
630068eeaa48ae8b8eddcc141f71ed76,97391d0a354368793fe996005f85c034,4,,,2017-09-20 00:00:00,2017-09-21 01:40:21
832acec9bbf4efe65c3fb6423d8b4ed7,cf954e7391c1981cc9090267aec67ee9,4,,,2018-05-10 00:00:00,2018-05-11 10:53:21
2f77eec468e0eae7fd1a1fa89ce6f3f7,d27011ebb19676cc493eeee0d0f12c43,4,,,2018-01-11 00:00:00,2018-01-28 02:52:25
8399d8125f181e07e84955d90ba546b6,e15c9f222bbdc4bf1d94606407787134,4,,,2018-05-03 00:00:00,2018-05-04 11:18:34
2f0ca7dc4a3eb9e5d1e7f217be56d529,aa833d3e16eb7eacce577e39884f44d5,4,,,2018-04-19 00:00:00,2018-04-20 11:54:54
733d97c6da1852a0365e63a18520e81d,5bf19c7e8991698d4f0f3430da7e57a6,5,,,2018-07-25 00:00:00,2018-07-27 05:19:22
0d953190c8ed55747f7b7ad3af2885e3,048cc42e03ca8d43c729adf6962cb348,5,,O produto que chegou é mais bonito do que eu esperava.,2017-11-24 00:00:00,2017-11-24 18:34:45
301d75e89a62f8fa780c681768dd455f,c37d452db8a3abfa3d99c322e92ef0ef,5,,,2017-02-04 00:00:00,2017-02-06 14:11:29
3ecf92aff5d446a1701e93d9758b3871,feea4e6dd813103d3a1e4a39a341d66e,5,,,2018-06-09 00:00:00,2018-06-11 21:58:48
7820eae0fc6967eaf2af336514fccf08,e409123d7599a3a34c467521576b05fb,5,,,2018-05-24 00:00:00,2018-05-24 23:17:09
3b4189089996e8f0036b1666c2abd040,0ae08ad3fa90d3854fb8e22472d9b1a0,3,,"Muito obrigada pelo atendimento
Deu tudo certo",2017-08-17 00:00:00,2017-08-20 00:07:17
7b537060c3dbd9ffaaee48ec419e0931,7bd48b3739f397fed1450cf240bd27a5,5,,,2018-05-30 00:00:00,2018-05-30 21:07:30
0760423169fcc58dfb88f3c8018f7f86,6ebc7d36b08fd168bebefb07e6170be9,5,super recomendo,"Produto de alta qualidade, ótima potência. Entrega realizada antes do prazo previsto.",2018-08-03 00:00:00,2018-08-07 15:35:09
667fb15825dfa618b7306a432ef4c95c,d118d545516947d2d82fda28e9d631af,1,,"Comprei um produto de 1 litro e chegou em de 300 ml. Nao veio a nota fiscal do produto, sem falar que o mesmo chegou em uma embalagem duvidosa.",2017-08-12 00:00:00,2017-08-13 01:33:36
2b3e1b6cc7d379fd0a2296180a0fae73,92a9ef7f0a0d392c9ad0d5f44e86b4ba,3,,"Os fones vieram jogados e as caixinhas em cada embalagem individual, nao gostei do produto ,achei de baixa qualidade.",2018-03-30 00:00:00,2018-03-31 18:47:59
8395df4e3502b9947064554f9c25b353,b9834f31cd639800af7f7186144695e9,5,,,2018-01-09 00:00:00,2018-01-09 21:29:32
3b504a453164a4d81742cc58838d36cf,b95d64677c5c20bf3f29beb3c57a99b6,5,,,2018-06-27 00:00:00,2018-06-27 22:07:38
a68456b8a4a3503a437925c4c09dd8f8,6ac28bc08c8053bb1c00241b19daea2b,1,,Ainda não recebi o produto,2017-12-21 00:00:00,2017-12-23 08:34:12
b34430d4b7325993c41d76b30c2ecb8e,5e5fbf8badb59c577f84c7f7448704dd,4,,Muito bom,2017-06-23 00:00:00,2017-06-24 01:30:02
088e0dcf9dbde3b96e18bf119271b380,d674f43f35a8b46f907663eeabefb819,3,,,2018-04-10 00:00:00,2018-04-12 22:54:08
dca0b5ca2a75cc541841ceecfe942c60,50a98bed547040031825f02f6606c7d7,5,,,2018-07-24 00:00:00,2018-07-24 20:27:20
c407fe6d3b4b4e82b4540184f0296e86,ea6180f0dae5d1e801939463789f2c3a,5,,,2017-08-26 00:00:00,2017-08-28 21:06:24
8c893c88f70053fc5885d9a46eaaa140,0972cd8199019b252faf977c4d3da6ea,3,,"O produto veio em uma caixa de papelão em tamanho ideal, mas a bateria veio solta no interior sem nem uma embalagem para proteger o flat da mesma....
Recomendo as mercadorias sejam melhor embalas.",2017-08-02 00:00:00,2017-08-03 12:48:25
0ef246346baf8fabece879a8b433ce88,559f0bbfa2518e102877dcb7f65735ef,5,Super recomendo,"Recomendo! A compra é prática, a entrega é realizada no prazo e o produto é exatamente o que foi escolhido.",2018-07-07 00:00:00,2018-08-02 12:50:18
8b11334bffa40cc85226eb93801f135c,f3824e1120311a6dd631dc92334fb0da,4,quatro estrelas,,2018-06-26 00:00:00,2018-06-27 15:40:14
b5ddad6301d5281dc9fc6d7f0e25b00d,5e6032de9f8c94b21aeeb5dcdaed8773,5,,,2018-07-28 00:00:00,2018-07-29 13:43:14
bb53a226ce90d3713296c29e5efcf232,b23dc118eeff3026e4439226216f5246,2,,No site a foto está uma coisa e foi recebido outra coisa.,2017-12-14 00:00:00,2017-12-15 11:22:10
6a91312bbb6400cace32af61902c5649,9d7df8739e1e4f14bec5bc3d090e1ab6,1,,produto de má qualidade,2017-12-29 00:00:00,2018-01-02 14:07:28
23c3bad8c2c0d51622bcd0c76bb33bb2,19953aecc4be89d937f5f0ef2b46ff53,5,,"Gostei muito do produto.Muito bonito e deixou meu sofá elegante.
",2017-06-15 00:00:00,2017-06-18 17:34:59
1a4aa0384c6a906dfb4a81a067f9bbfe,c2376b3688a7b2bad91daeccb5097ffc,5,,,2017-09-27 00:00:00,2017-09-30 01:39:53
29c155f3312c62d6e23ef990bdf35aa8,623a128bf7d41f9326d9038040bd42a4,5,,Excelente ,2018-03-29 00:00:00,2018-03-29 22:17:24
9fedb5728194d9fb1dc7ab1a141e6f4c,65fafe7de184fc57f3b77381cf6dc573,5,,Ótimo,2017-03-08 00:00:00,2017-03-09 08:51:13
af0c7e9052cba9d3f556076a4b00c3f6,5a359fd847978055438c2563b425d343,4,,Atendeu as minhas espectativas,2018-08-29 00:00:00,2018-08-29 22:11:53
a019f1ea9387295ee5fb8dd42e9e822b,e0764e8271f94cb825f0a47e559c34c1,5,,,2017-09-06 00:00:00,2017-09-06 22:08:26
67c630f3ee27408fd1a42a068093a368,4ab51400bd3a6c748fceb579fb4502b3,3,,,2018-05-12 00:00:00,2018-05-13 17:30:30
5d2c4984d8f5a18855387169ae428394,b911d4e5f41ef43f44dd355ef2b77382,4,,,2017-11-02 00:00:00,2017-11-05 04:03:46
09b499ff6f73edb9f955656540315980,784df479a4539ae049540a6578cbb39c,5,,,2018-06-26 00:00:00,2018-06-29 10:29:47
803390dafb1990a3d243289f53b5c32e,dcbeca15561110ba65183082829941c9,4,,,2018-02-08 00:00:00,2018-02-11 20:50:06
d163dce982973090ed7fcd46055fdbda,ba6ceea3a35916e51113b91f726b1f89,5,,,2017-09-30 00:00:00,2017-10-03 02:13:04
7dfe00a024ea7f3d30b3113266c8017b,78cb812cde46e3e06e94affd5ea47012,5,,,2017-05-11 00:00:00,2017-05-14 02:50:09
0220ff8a02d646c7ce631db10295691a,2e1d942dd860482d56fb7b9e9f507cc0,5,,Muito bom!,2018-07-11 00:00:00,2018-07-13 14:57:47
21053def75cba53c5974c55448aec31f,c1c8d8758860faab6badb186e10cfbb2,5,,,2017-06-15 00:00:00,2017-06-16 01:07:02
3e25fd048f7efcba740000929772b6a6,f15a1e73acaf52cc00304cd1c2b5f09d,5,,muit bom,2017-08-01 00:00:00,2017-08-02 10:36:17
ac8b1784e0eb6845d9591f6048e7fe60,853bcc471d6ed0eb620a497023eb9fa6,3,QUALIDADE DO PRODUTO,"PÉSSIMA QUALIDADE DO PRODUTO. SACOLA FICA SOLTA, NÃO HÁ ALGO QUE TAMPE E FIXE-SE A TAMPA. QUANTO ARREPENDIMENTO.",2018-06-05 00:00:00,2018-06-06 04:14:10
dbe069a9b44520c5c35d0de49aa3206f,0b6ea9219b1603082ec87a9842e8e017,3,,O produto chegou em perfeitas condições. Mas foi constatado atraso na entrega e solicitei retorno sobre a entrega que não recebi. O produto chegou dentro do prazo sem atualização da sua localização. ,2018-03-08 00:00:00,2018-03-08 16:52:26
ac1f4b3568a712a8c526419d547b730c,4f59d976d9b16a078552b065251e813c,5,,,2018-03-02 00:00:00,2018-03-03 00:49:42
cf293fcf836e98185f7cd385f29d0bb7,4f73244a226bb31dd99853458f70c537,5,,,2017-07-27 00:00:00,2017-07-29 04:12:59
37825762b4125e62b54e0c8f65595de6,660c604f50fc9edcf854689682d1560e,4,,O produto chegou bem antes da data prevista! Fiquei mt satisfeita!,2017-01-21 00:00:00,2017-01-24 01:01:11
ffa81953943f9e8b7e773c28e409f734,7a59243f18518dcfe516671c305121c9,3,,NÃO,2018-01-10 00:00:00,2018-01-10 19:29:24
a1ff77be16e9dd8186ce66d3acbc0796,cb2171c5c2527a4f3f54ad417867c574,5,,,2018-01-26 00:00:00,2018-01-31 16:35:22
1ed3d92bbe5b851411fd5be5b490a960,940e896188811aa2bf507e26b3af6f14,4,,,2018-06-05 00:00:00,2018-06-06 23:14:38
8b40afea38292b4a7389ecdaa9e4c5af,cba1b88e10f4504583b2b9750ac67e03,1,,Pedi um produto que vinha com cabo para telefone Apple conforme imagem. Me enviaram um sem o cabo e com um cabo pirata para Samsung! Ridículo!,2018-01-21 00:00:00,2018-01-22 23:21:51
fd2b9b3d7a1d37ea563db194ba4c1886,07f56da421233e467768e579872a0a9b,5,,,2018-06-29 00:00:00,2018-06-29 21:53:35
e8b34aacfd71e48a667ea534517132b8,7201d0a0748fe3378ccb9ee146a4d0ed,5,,Atendimento rápido entrega mais rápida ainda entregou antes do prazo,2018-01-21 00:00:00,2018-01-23 20:09:29
c4e29cfc5265e1b2200f063ab60405a7,cecc450aed233004e69538a4ce7f7f37,5,,,2017-05-27 00:00:00,2017-05-30 10:46:00
24a46d0b2ea1b478dc375a08759131ee,cd0d42e029e3b56ba5f53f6c59e5541b,1,,,2018-03-23 00:00:00,2018-03-25 03:41:16
21daafb241ad4fc464e44ac3db1f8cfa,25e23f5fbf3139c628fe56c126c97391,5,ÓTIMO ,Adorei muito o produto ,2018-05-19 00:00:00,2018-05-21 11:39:22
bd2eed7f57dabb1222efe5f2c915fe28,08bc3c916f77ec2affe03716dd076af2,5,,,2018-07-05 00:00:00,2018-07-05 21:27:29
10a9897ae7f37e304350c4db0e7c2d03,4e790ef1ee5dca2f0de38704d806e45d,5,Sem problemas ,A primeira vez que eu comprei via internet e aprovei. Eu não acreditava em compra pela internet hoje eu recomendo ,2018-07-12 00:00:00,2018-07-15 21:13:30
e00fb7fd32c7e296ac1e45a78a0ae0a5,d0cae991bbc57c3c2205b0076b2d1489,5,Ótimo,Entrega antes do prazo. Muito satisfeita.,2018-05-31 00:00:00,2018-06-03 15:07:11
515da289d55287bc7bf45cc2fa1eda67,01b06b4d63c340902dbe3d9f8b2fe821,1,,"Bom dia! recebi o pedido pela metade, só me entregaram um bico injetor!
Paguei por 2 unidades e só recebi até agora 1 unidade! Fico no aguardo!
",2018-06-13 00:00:00,2018-06-14 15:04:04
794e132391ca5fb28a87e7220ae7b0ff,c38c9bc64c50852ae814ac2dc6bff45d,1,Regular ,,2018-07-08 00:00:00,2018-07-10 20:55:59
d3336e3544e50fb196a441e0fbcef87d,ddb34cd42a4f007c29595d7d57caac94,5,,,2018-03-28 00:00:00,2018-03-29 00:30:34
febb831b3c5760cce3a91f7ab7a5a84e,c4a28e8e313a4ec9ad2af047a0e564f7,4,,,2017-05-17 00:00:00,2017-05-18 16:33:39
61e8855b0596417fd4dc25f0a5c3a5be,b7fe42fc0d57642abd6b868ce754865c,4,,,2017-06-28 00:00:00,2017-06-28 23:08:19
addedbee3c810eb802219c1822a805ec,c098cba2756a69368af3647513e27a98,2,,"O abajur veio certinho, porém o ki bolsa, a pequena veio rasgada e agora a troca é uma burocracia. Difícil o pós venda.",2018-02-07 00:00:00,2018-02-09 18:12:58
4f21a2b8b83b8f7a148d7692754d17e7,d360a6c1f7b7eb35282e2c574c5cbf8c,5,,Entregue na data recomendo!,2017-08-06 00:00:00,2017-08-08 19:33:05
0b5ee5955a27cf436f2c69c32e95f5b6,56259896085ecf2a38806e4f171032c0,4,avaliação do vendedor,,2018-07-04 00:00:00,2018-07-05 12:35:50
46f966f8b9204492e2b064046abd86bc,cd201e0f6a37139084fa4f76f87e684d,5,,,2018-07-25 00:00:00,2018-07-28 13:14:57
119ff04d8071376f461d840eb789ccf8,46658d903ac296a4187c4869bd2a3939,5,,,2018-08-25 00:00:00,2018-08-28 18:59:35
862d7141efbb0258a611025847c30f9c,97e39cfbbb930126e3f1c1a2048d649a,3,,,2018-03-28 00:00:00,2018-03-31 01:25:29
e59f0b8e280ee1fc4bf2d0e5f7531f44,5cebddc9f18e00d1cdbc79c8b456a0d1,1,,Ainda não recebi meu produto. Ficou de entregar no dia 20/03/18. Até agora nada.,2018-03-22 00:00:00,2018-03-22 13:49:00
7efd0da7b564605ca1086b99012dc058,1c2f3eb4c18b1e3ca9439f2824205429,5,,PRODUTO perfeito... Detalhe entrega antes da data... Obrigado,2018-03-10 00:00:00,2018-03-10 21:49:21
101a60d1231091725c8cd2e98aa43630,dd73d93a25e576d8dae52c7c66b3becf,5,,,2017-10-04 00:00:00,2017-10-05 15:21:16
e72cf8b533f357e0f46662fec9771651,5fb2e82d4258afcb90c79e2e6f0ac185,3,,,2017-04-11 00:00:00,2017-04-12 01:10:36
5d0d6fcd476b998623c549ba69a41f70,4759b488dfc55eb259b216bb6d93ce48,5,Muito bom,Excelente e entrega super rápida ,2018-07-25 00:00:00,2018-08-02 22:48:06
c60ffbd86c51dcfd2e6d69e4d4587ec4,1f42f4d540bb667dcd3bde1a50c9e442,1,Pedido não veio correto,"Acho que deveria explicar melhor o que está sendo oferecido, para que o consumidor não tenha duvidas na Hora da compra. 
Pedi k1 que tem os nomes no fone de ouvido e veio kb1 que não vem.",2018-07-26 00:00:00,2018-07-26 12:00:05
787a744492b912249faa4ce371ecec2f,5cba90f4426ae8c12848639992997edf,4,,,2017-12-23 00:00:00,2017-12-24 14:20:42
7cab3dfb84b59540c36e5003510bebf1,9a4a6043b37a47e2c964bbc055f2e837,5,,,2018-02-22 00:00:00,2018-02-22 19:08:28
3e8dfcddd8fb8eb124d850aa9c565a77,1ffd8e13662ff6d9ce2be11fd52f5b5e,1,,,2017-05-13 00:00:00,2017-05-14 18:49:05
fa793ab918c208aecad5faaef03431c4,cc999e83cbddd8f4961651258b551003,5,,,2018-03-01 00:00:00,2018-03-01 19:21:51
e87e3affb1d33e9a07938f27751e68d8,1037296944bfbaf6fd76e82083f7d385,5,,Fiquei muito feliz com a compra. foi entregue antes do prazo previsto. E a mercadoria como visualizei no site. Parabéns pelo atendimento.,2017-06-08 00:00:00,2017-06-09 16:48:07
ec7c12ca8ba7fa81895ab989d25816cd,2f128eca153029f4e0e1790642de2480,5,,,2018-06-22 00:00:00,2018-06-25 01:40:09
68f44e4410366bf28cab3b8dac819028,c937541d9ace19ed39761e08557ff1b2,5,Recomendo,"Òtimo site, chegou muito rápido, nunca tive problemas.",2018-05-05 00:00:00,2018-05-09 12:52:04
7ecb82e62756c3a6b40c9db6a00b9b9d,00b2d2f2b5f7b98e6b1828764660134e,4,RECOMENDO ,"RELOGIO LINDO ,POREM ELE É PEQUENO ,ESTOU ACOSTUMADA COM RELOGIOS TIPO FAUSTAO RS ,MAS ESSE BEM LEVE ,SÓ QUE VEIO CAIXA DE PAPEL BEM INFERIOR POR SER CASIO ",2018-08-16 00:00:00,2018-08-17 11:00:30
e9b39744a39f7f4b0fe562dab944e7b7,bcf2e0138ecf66a8688ab369b802d57a,5,,,2017-09-21 00:00:00,2017-09-22 04:18:07
7293a136991305b11688f7508ad192d9,40bf40ed29a5bbdb73aaeb5eb134168f,1,Troca do produto,Solicito a troca do produto pois ele veio amassado e não encaixa no relógio,2018-07-25 00:00:00,2018-07-30 12:54:59
f1871cf96b5b65ee3a2b7964dde389a1,e9240e3e8bd5fbca3e55e993b597b512,5,,,2018-06-26 00:00:00,2018-06-26 17:39:05
b8ab931453e1de41f86dcdd59e394969,d91ebca111fb89e1ebbf4725da3120ea,4,,,2017-11-26 00:00:00,2017-11-26 20:36:22
e5334046a69604c4d9d443ff51bbf752,04158f13c5f4533ee32baa89521cf9ba,4,,,2018-08-29 00:00:00,2018-08-30 01:45:50
d39dc821401edac27f4c016ad54f0109,56f3eb3f797bf95b964817291410d0a2,5,,Super Recomendo meu pedido foi entregue muito antes do previsto ! Chegou certo e em perfeito estado.,2018-05-30 00:00:00,2018-05-31 13:29:09
1e3df4b9b87abec89db034ab853d70ac,27a2251d56cb9212d616d68ff6c1c132,4,,,2017-11-28 00:00:00,2017-11-30 21:29:51
7ec54bc2d27a942e77ac34338b55391e,c9fe3cca849fd78e942704ee0078cedf,5,,,2018-05-04 00:00:00,2018-05-07 14:00:07
9c3361582da963830ce4947df6f55b60,97bcc96998b24fe6ee7cec4ae04001df,5,,,2017-05-23 00:00:00,2017-05-24 20:34:53
2db6613ca209b8617f12a2ad3ab0cfe7,f6cee891046f7eebf9019207ccb705e8,4,,Faltou a ventosa e resistência.,2018-08-15 00:00:00,2018-08-16 01:28:28
a65d4f775a6af9c41a7aeca2543e6be9,dfc9bc36d5db98182f4b1dc41fe8e258,5,,,2017-09-26 00:00:00,2017-09-28 15:11:40
57caabcc51519c9347b7fb637fb91bc5,6a843358bc668f6e6b3c4b13de5e1b33,4,,recebi adoreiii!!!!,2017-07-20 00:00:00,2017-07-21 16:26:25
defc35b53b68ea184e0ac40941df69b0,7e4b03dd0033e5b679e258243d9df206,1,,,2017-09-12 00:00:00,2017-09-13 01:45:27
655f9abb423df4fa3c85d59d131d8d02,558a2813efccba296a15fdc10cd85acf,5,,,2018-04-01 00:00:00,2018-04-04 17:18:33
9b4e558d233110a9bd8598541fd9aee7,c5f8207301eae78cb829cb3df3755196,5,,"Além do produto ser excelente, fui mt bm atendida e o produto foi entregue bm antes do prazo.... Super recomendo, o vendedor está de parabéns!!! Muito Obrigado!!! Super satisfeita...",2017-12-07 00:00:00,2017-12-08 01:46:00
3c6c35cf43cded35891fe92f83bf6a33,6ac314f1970b39cf3b7760803caf3c23,5,,muito bom,2018-07-24 00:00:00,2018-07-27 01:06:32
75b1ccbc8a439f572ee6fba52500f4b3,71e292ef2c5e66b45d77573cca1366ff,3,,,2017-07-11 00:00:00,2017-07-12 09:02:57
16841f20a9cf1c4c7c3aa4a2b3ba4a16,74766833602d4588ebc3bf1b1fe55e98,5,,,2018-03-10 00:00:00,2018-03-11 13:32:06
8bcbf450cfd2d0173738522dae5791e4,700070e69858b585d65a370ed6204d3e,4,,,2018-06-15 00:00:00,2018-06-15 19:51:34
c6a2941e6adafd0a42ddcacc54a757e1,51f0da744909f18ed535301a19e52bd0,5,,,2017-10-19 00:00:00,2017-10-19 23:21:42
2a7fb091c805f667289e93ccf81fa3c6,a7aee2bef4a7f3826328ec49c9d6f66d,3,,,2017-07-05 00:00:00,2017-07-06 00:43:39
57bd330dfa0790001e101d067647c66c,21986117cfddd42a35f894deadbe2f95,1,,Avaliar o quê se ainda não recebi o produto?,2017-06-09 00:00:00,2017-06-09 16:43:45
c0fb4380e0af526bf7d8e4e97082c9cf,567d581c34bed9ac50925ac1dc53b0c5,5,,,2018-01-20 00:00:00,2018-01-20 20:03:08
05fdb66cf8febe02caefb202e6c05ac4,b855a375ca3b96e3b1a106c27e2d339f,5,,,2018-08-25 00:00:00,2018-08-27 22:18:32
09f22c18bf40aec2e8a75feca28ebc32,8c4d95230ea6b65fa945b79cf07ac312,5,,,2018-04-07 00:00:00,2018-04-08 23:56:38
7d26b66c92ddeb65927888909571fec7,94843ea453d12bb3fc1b4b2f73cb1f82,3,,,2018-05-05 00:00:00,2018-05-08 01:01:04
b12a286967d4b3c467744eec480d63bf,2d1cb92fb25bb7a7b1ecb0373c0d05f7,5,,,2018-05-19 00:00:00,2018-05-20 19:29:31
aa39d019eae9aeb2280688327b44bcd2,1c64a95702ee730080852e28d43a73e6,5,,"Meu filho adorou! Vai usar até a alfabetização com certeza. No momento, com 2 anos, só rabisca!
Uma ótima alternativa pra sair do tablet!!!",2017-04-29 00:00:00,2017-05-02 18:31:58
fbde9133e486938bf5c21daf08ec3bfc,a3b0b8da6ce0a4eea99959dcc1924395,4,,,2017-06-20 00:00:00,2017-06-22 03:13:19
8fc224fdf8c1be306ff0d0c541e1b28f,2901c587ddc2733afdf68e81b98d2c0f,5,,,2017-05-19 00:00:00,2017-05-23 12:53:01
cced087a00f1a7ad927b6c50994400cb,f86d7bc39aab05299691322044b63bb2,2,,"recebi parcial pois veio somente 01 unidade e avariada, fui na loja física onde fechei a compra e abri um protocolo para verificar o que ocorreu. ",2018-08-14 00:00:00,2018-08-15 14:06:05
0e1d70710e5f2b03834c703c524bc1a7,4cbe8de031dbae0b80286a23fdc1cf91,5,,,2018-01-23 00:00:00,2018-01-24 00:24:06
