order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
854ebcd4c13f49162d6b07c1813f71d2,2,8c38d21062ec6ee492c3500d01150b7a,b4a476fbd28de64b1e347abf9089366a,2017-04-20 15:01:56,10.0,15.41
854f7c88b0fc0c1a45d66a0bf99c90b7,1,f35a1bcd7e07f3841b0490d477612fae,3d871de0142ce09b7081e2b9d1733cb1,2017-10-19 13:27:44,47.9,11.85
856810a950aa2ddd3f8e1016428132df,1,f4f67ccaece962d013a4e1d7dc3a61f7,8581055ce74af1daba164fdbd55a40de,2018-03-29 07:50:32,229.04,22.62
85755a53293260a175624f3ee95afad7,1,6c09be1fc42a113b2f3e558d7df2f133,671585f5a2af58b6e276bc01003c0d2b,2018-08-23 08:55:31,45.0,17.25
857699cd8c2658e12a5870b9b54eadfb,1,2001ae82f374f0f76db97ad0b37231da,59fb871bf6f4522a87ba567b42dafecf,2017-12-13 10:34:25,189.99,20.57
85829f8289bff10de3c2cd62170d670f,1,3a7494d56b0e60a130d628caffc99d3f,116ccb1a1604bc88e4d234a8c23f33de,2018-05-07 06:12:44,19.0,8.88
85829f8289bff10de3c2cd62170d670f,2,3a7494d56b0e60a130d628caffc99d3f,116ccb1a1604bc88e4d234a8c23f33de,2018-05-07 06:12:44,19.0,8.88
85958e05a9ae7ade12cafdbbdc882de3,1,d537774a80c3bc2cf77097b801b7a88b,34056b8b55c1775a22af2331670a799c,2018-05-10 15:10:17,58.9,14.5
85a08640d88815b0ede472adb059d337,1,3f0376e782caf27ef19342d8e5c7e6f5,8b321bb669392f5163d04c59e235e066,2018-07-03 08:35:13,15.0,7.39
85b34a1af5137701810e71076fa9cc33,1,6109d0cae3bcb57d579bc0fab6e61814,dbc22125167c298ef99da25668e1011f,2017-07-28 18:15:22,84.9,17.84
85c14f3be89a889592d53a5b8ff031bb,1,777d2e438a1b645f3aec9bd57e92672c,4a3ca9315b744ce9f8e9374361493884,2018-06-15 16:00:15,69.9,19.46
85d0c23b95880fa1aa38c08bac7848ca,1,575889c312f07612d39648ea61253cd5,9d39404483343dd55c7ae254494d8388,2018-03-26 12:50:29,29.9,7.39
85d7c5b41a94729aa45792bc7b344b79,1,c857b96593773e940454e76efa8eabb3,cca3071e3e9bb7d12640c9fbe2301306,2017-07-31 14:50:14,51.92,12.7
85d868c1adad7faa7378efd85048d0fe,1,4520766ec412348b8d4caa5e8a18c464,16090f2ca825584b5a147ab24aa30c86,2017-08-09 06:45:16,40.0,8.27
85f5aa79a7370114c788fd6752d6fdb9,1,58a9a9ea7bfb22cc75cbf4439a8c3627,10076e5788b8ee532724bcd460baf762,2018-03-29 13:09:10,49.98,12.79
85ff97380814f8f14c1dea2f514b5fc8,1,aff4c4ee166f76b66595e0bcfb983d5b,66e0557ecc2b4dbea057e93f215f68d8,2017-12-14 00:31:15,329.0,11.12
8624c1e28cde5fd7175aa2e87e03d494,1,5c5585c687a0293f10bb748c13cacc71,0b90b6df587eb83608a64ea8b390cf07,2018-02-20 20:50:34,69.0,12.61
862f4500d51d135cb73915f0fd89bdbb,1,b69b752440750650aa60092b17c99288,0509040ea3fe50071181bbc359eb7738,2017-06-08 16:22:11,110.9,15.54
864e3fdc082c07a108b48b135caf761d,1,1adcf68b3225c66329bed63fc288933f,218d46b86c1881d022bce9c68a7d4b15,2018-07-10 13:12:00,50.0,18.45
867a96f5ffe70eb3e90140ff7c81cfc6,1,407729653f67fdfa6e588c6b0853edd7,ef506c96320abeedfb894c34db06f478,2017-11-01 08:49:19,25.99,17.63
868caab96a9a36b7ef9f89dcbd814e3e,1,914c9e9af640dd56f48764a225b00f89,7c67e1448b00f6e969d365cea6b010ab,2018-05-15 19:52:56,79.98,44.33
86a54631f4fccf168dd48ffc58ad64de,1,aca2eb7d00ea1a7b8ebd4e68314663af,955fee9216a65b617aa5c0531780ce60,2017-11-24 13:31:15,75.0,13.08
86a54631f4fccf168dd48ffc58ad64de,2,aca2eb7d00ea1a7b8ebd4e68314663af,955fee9216a65b617aa5c0531780ce60,2017-11-24 13:31:15,75.0,13.08
86b61d707f8321f38e7287a638bb2ea2,1,e6a1ff3552ba3305c1cf0a4dde50347f,7142540dd4c91e2237acb7e911c4eba2,2018-04-19 12:50:41,59.9,23.0
86b6e717cea86f8854d74e5b1df23e95,1,4914f8796af2ecd359fd8f44b9b92339,c826c40d7b19f62a09e2d7c5e7295ee2,2018-02-22 01:07:49,49.77,14.1
86c6e56273d0ef4bd22ba9fdeac0a439,1,54d9ac713e253fa1fae9c8003b011c2a,955fee9216a65b617aa5c0531780ce60,2018-01-18 20:36:23,29.5,15.98
86d54b4e93f8e68d4aa40c56ea046c5a,1,794c86fac605d182da0e2e7965c047f6,6e864f5c4669eff3d98140a07cc50202,2018-05-22 15:35:21,19.9,7.39
86df4a2f1f5cd47ee3f5bf1781240d1a,1,2636a9812d151c718b53387171ce08be,b17b679f4f5ce2e03ce6968c62648246,2016-10-10 15:58:46,30.97,14.52
86df5fa6306829eeeab1906b3f7ad102,1,7f72a8900b3d2fc8fa2635b7836d6e6e,7299e27ed73d2ad986de7f7c77d919fa,2018-08-02 03:45:24,64.99,22.39
86df5fa6306829eeeab1906b3f7ad102,2,7f72a8900b3d2fc8fa2635b7836d6e6e,7299e27ed73d2ad986de7f7c77d919fa,2018-08-02 03:45:24,64.99,22.39
86fe069057d591923b2a30a47b2fa5ab,1,3db75f31b76375c502f64d550dcd1166,85d9eb9ddc5d00ca9336a2219c97bb13,2017-12-04 23:26:10,31.9,15.1
870c2436fb461222b14dd9fa78a962d2,1,4dcb49b9ca7e48d2f108d40caa77caa2,5cf13accae3222c70a9cac40818ae839,2018-03-05 23:15:27,99.9,16.46
8716d097800b4155b24097b15ff45fe3,1,5c59756861f289b773f83871924200eb,54965bbe3e4f07ae045b90b0b8541f52,2018-06-13 20:59:37,94.9,31.31
8719765a2c69491f63bc8b06f379488f,1,3552627a68384dc559f0fd4cce173269,3c487ae8f8d7542beff5788e2e0aea83,2018-08-24 15:49:35,199.9,8.98
873950bfe2dcc227baea5f82f8f2a438,1,a92930c327948861c015c919a0bcb4a8,6560211a19b47992c3666cc44a7e94c0,2017-11-17 12:50:46,78.0,7.8
8759d467df07f1bc2c4593e411959c84,1,f32941d7c00c56b8d7a3723c8ebb4be5,50c9975695009e5e6473912e83a6d1da,2017-10-26 09:56:23,239.9,115.53
875e0781ef9c68f87a5d998f87502891,1,a082e9e8862e9af2f5a67c2dd1594010,76d5af76d0271110f9af36c92573f765,2017-06-19 03:42:45,570.9,56.85
879195f2460f97ab2f3bf119f2e8638b,1,4a6fffd5a0ca2230cf5b84dc624e9f95,527801b552d0077ffd170872eb49683b,2018-02-08 15:11:02,27.9,11.85
87a1156856ded4b4c5cbc500d25f048f,1,473795a355d29305c3ea6b156833adf5,620c87c171fb2a6dd6e8bb4dec959fc6,2017-04-25 20:42:27,57.9,14.58
87a838f48767365e2b786c485ef2e8b0,1,cd82271424be9568801391194697361c,062ce95fa2ad4dfaedfc79260130565f,2017-03-22 16:16:02,41.9,14.52
87afe03582c1a7f1914fd26170b7701c,1,a4e0070054ddd4bf93795b80668c6ea5,d9a84e1403de8da0c3aa531d6d108ba6,2018-04-12 03:15:40,14.9,15.23
87b8f9f472fb04cdbf53fb55a3591b5f,1,b6e352d888ba31d8999af279cd63aa24,f61c63d13f7cd800549d5acdd390ae72,2017-11-01 18:46:08,59.9,12.76
87c8ac1de72a771acb26702730aba866,1,a1bf559ac1eab015ba992bd76d9d76c7,85d9eb9ddc5d00ca9336a2219c97bb13,2017-04-07 18:30:14,23.9,14.52
87daa04cf49273df4f787a55b303e1a2,1,bc0f31b5e89dfeba8169ad1123d44d2b,5b664594895aefb418afaee6d40a9a23,2018-08-13 21:35:18,69.9,18.59
87db8617d2382ef822c02612327f52f3,1,72172e982e8b92155069e4201c92c0bb,e9779976487b77c6d4ac45f75ec7afe9,2017-07-12 03:15:58,29.49,15.1
87fc097f0342e12e5eeb4e772b40a96a,1,cc64f28b5d156587d478b9b1a876340e,cee48807215b30a12ca2ca10ffb5f250,2018-02-26 08:32:12,899.94,37.05
8827d3e138a6edf9b81dbde93443d285,1,159ec57903b1ef5807cc73ebf66d12c6,87142160b41353c4e5fca2360caf6f92,2017-04-04 13:50:13,20.0,14.52
882d0ad1f2cb3bb80acfb9e6667be1a7,1,a1ebb47a48200e6566603de49b83f621,46dc3b2cc0980fb8ec44634e21d2718e,2017-09-19 18:50:14,279.99,19.21
883915e4c377d6f9192fad3ae5d4374c,1,9db0afe3dcd2942f8bef6f7195b9a2e1,b8114f2f589a6804810f04f99b36b498,2018-08-22 10:49:28,142.42,38.44
8861169e1fdf588ae812507b0cd3e2fb,1,2029248294c186017ecfc48cecd47bbd,d50d79cb34e38265a8649c383dcffd48,2017-03-26 21:02:06,126.99,37.85
886554d6a49f10154eb12b81a6c4ef4b,1,75d3880783e696c130527f026ee302d4,066a6914e1ebf3ea95a216c73a986b91,2018-03-26 13:29:59,40.5,18.23
886554d6a49f10154eb12b81a6c4ef4b,2,75d3880783e696c130527f026ee302d4,066a6914e1ebf3ea95a216c73a986b91,2018-03-26 13:29:59,40.5,18.23
886b114d034f4ac1d39d964c1b2a8182,1,600add16084eeeead5c56279ccef0d7e,961dff0a659b4561334372337dd897d9,2017-04-06 15:55:26,1999.0,28.16
88831d307a23183f48f92b32b07ac070,1,30715b45872148dd5322eb2989228a43,4a3ca9315b744ce9f8e9374361493884,2017-11-20 14:10:39,61.8,16.19
888c01bfd57017617508bd53797100ed,1,306d69bdf4ce0d89bad3e622e443cf47,6560211a19b47992c3666cc44a7e94c0,2018-05-08 21:18:45,49.0,19.04
88a2948d780f9ee2d226ce38913ee895,1,cef9d587c2c31442c9b95eef617db1f4,822bad9bc42b51213ba522fe87b7ab5d,2018-05-30 01:30:36,216.0,20.48
88c33b2b9b484cba6a371fb39f8b2882,1,b694e2087c446e6905b08cd9360cfe45,3b15288545f8928d3e65a8f949a28291,2017-10-04 09:28:20,99.99,25.54
88cbdeaeb8c50426897ba268a0b163e6,1,b044508a133779eb79ef64f5d5a2eac7,2eb70248d66e0e3ef83659f71b244378,2018-03-08 11:15:31,419.9,10.19
88cd032b0694e1962f187443cee16c68,1,b69585752110ce1af10cf9baee38e992,2e1c9f22be269ef4643f826c9e650a52,2018-04-30 15:31:07,89.49,18.51
88e583db0e0c8c29a91c2c68a0ee82db,1,93ad397044e27dfead96813e2f895acd,86ccac0b835037332a596a33b6949ee1,2017-08-25 01:50:15,59.9,34.22
88ee50871d29b82810c4a8bac33aa004,1,0e2d365a247d105fefc31b17ab8706d9,ef0ace09169ac090589d85746e3e036f,2018-06-25 17:04:54,117.4,20.01
892fe89649cc60aa530437d9f856a7ad,1,0cd6e5162c88ac37f5d1aee2922c51cb,8a32e327fe2c1b3511609d81aaf9f042,2017-12-18 23:31:37,24.99,7.78
89344f70ec7aae1fdaa6dc1b338c5681,1,89e26dce3020ad6cabac5c86120d67fe,17e34d8224d27a541263c4c64b11a56b,2018-03-19 18:29:22,31.01,12.79
893a4c6dd6508b5e0db4f76986f77a3c,1,dcd4a3a2a42be1d09bc29d39ff24772b,6a8b085f816a1f75f92dbac6eb545f8f,2018-02-05 04:17:15,28.5,15.1
893c5d0f1a2fd75917c6b37fcd220601,1,958cf0f5527f413e08d0cde6bfdbdde2,04aa0a1c5ce6b222003403a3e11c3cc0,2017-06-01 06:35:17,259.0,42.25
893c5d0f1a2fd75917c6b37fcd220601,2,958cf0f5527f413e08d0cde6bfdbdde2,04aa0a1c5ce6b222003403a3e11c3cc0,2017-06-01 06:35:17,259.0,42.25
893c5d0f1a2fd75917c6b37fcd220601,3,958cf0f5527f413e08d0cde6bfdbdde2,04aa0a1c5ce6b222003403a3e11c3cc0,2017-06-01 06:35:17,259.0,42.25
893c5d0f1a2fd75917c6b37fcd220601,4,958cf0f5527f413e08d0cde6bfdbdde2,04aa0a1c5ce6b222003403a3e11c3cc0,2017-06-01 06:35:17,259.0,42.25
89472d2aaca9a6765521c309ef6c814a,1,48b84ebeb242a7c1b410848b79d4f22b,e2c92f9c1c7746d899d18f2e158bbff7,2018-04-27 10:31:42,159.5,37.81
896be850be41b2bb0343240c4f3dce35,1,d86963242e7dda7eed04f57e492ed655,a3a38f4affed601eb87a97788c949667,2017-02-22 20:21:58,64.9,26.71
89710eda9c7f1c37f55e89f035f5ceee,1,06edb72f1e0c64b14c5b79353f7abea3,391fc6631aebcf3004804e51b40bcf1e,2018-04-27 18:50:25,39.99,11.89
8976f0f957d91336b107083faff9dc3a,1,8ab5f8c45e722c22351580a4b0fcc8ad,db46ca7bce82b11f7e247539271fc390,2017-07-03 20:45:15,17.99,14.1
897fab0704eda65c69520010b02a3fee,1,dab2413ead0edda9967edbc9bda2a64e,562fc2f2c2863ab7e79a9e4388a58a14,2018-05-11 17:56:11,29.99,22.06
89844d8832c881326923a2cf804b72cd,1,3c883b9d3fd2d0ce448d4136349dc0a4,b39d7fe263ef469605dbb32608aee0af,2018-06-01 14:14:33,49.0,18.23
8989fdd29d2925c7e819138db8e2ef90,1,154e7e31ebfa092203795c972e5804a6,cc419e0650a3c5ba77189a1882b7556a,2017-09-26 12:25:08,23.99,15.1
89aa5a1ef8d3384037aafd0237d6bfed,1,b7e087ab49f42ad0fe758f399f4e7077,aaed1309374718fdd995ee4c58c9dfcd,2017-11-23 19:55:31,40.9,15.1
89b5845c9341e01e139bfc80ad813feb,1,985c412b0ac92ed9d8a76bbeab6d44eb,1554a68530182680ad5c8b042c3ab563,2017-10-05 22:56:13,68.9,19.72
89c0fa1e0faaf0980311b9a1fbd5bb4e,1,45e95fa9b4822fe9928abd8993cc37ce,8b28d096634035667e8263d57ba3368c,2018-01-03 04:14:46,69.9,16.25
89da573364809995840e3546344a0113,1,41cd333a4af5e36df81fc0b83ccf8e2d,5dceca129747e92ff8ef7a997dc4f8ca,2017-11-23 18:55:31,388.0,15.27
89e02379eee525e09813dc8e5ba99213,1,3cb39171fd36c50097f2dedbbe0dfe6e,16090f2ca825584b5a147ab24aa30c86,2018-03-08 02:51:09,28.49,15.1
89e704d6ea7fe7f345aa355d6581ab93,1,3117effa9f933a3805a309706e949af3,8444e55c1f13cd5c179851e5ca5ebd00,2018-04-16 13:55:24,269.0,16.73
8a089e8bded26bb207aa04ad5791f91d,1,f6fa93875f4a7dac03e0a22143f4d815,391fc6631aebcf3004804e51b40bcf1e,2018-01-16 17:27:29,49.95,16.11
8a321ac5f4ec102c87791bd745cb3fbf,1,74985eecf05f5ef2d7e4c59156454e2c,080199a181c46c657dc5aa235411be3b,2018-01-18 22:49:39,179.49,10.07
8a3b1e83e4d61d19b4a8981b81368711,1,07f7c5fe95aa4a3b8ea56a5119546939,17f51e7198701186712e53a39c564617,2017-11-07 22:14:14,990.0,143.96
8a5106f01d5d240ca9e315aaf00b8b6d,1,30ccf4724f5227265f837e9ba0246278,dbc22125167c298ef99da25668e1011f,2018-05-07 02:31:04,78.0,15.4
8a5631237c1d8626971f2867b25c076e,1,b29c1749f99da888ea322a01420d5220,403aa86912527d730337ffcb0fb096ab,2017-05-18 15:02:41,889.99,22.8
8a57df5bc496d7439886b2f23b58f56e,1,38db388d2fc1b20662fcfd3f38b0be28,f125f3a310c2e5f822d116147de1e474,2018-08-06 18:10:18,151.3,12.08
8a63f21ccf7c1cf79bfd5495f8bd327a,1,f35927953ed82e19d06ad3aac2f06353,669ae81880e08f269a64487cfb287169,2017-07-20 20:25:17,115.0,42.84
8a7aac96934b61b070e94762ca857e31,1,ee3d532c8a438679776d222e997606b3,f457c46070d02cadd8a68551231220dd,2018-01-31 02:57:43,100.0,12.83
8a7aac96934b61b070e94762ca857e31,2,ee3d532c8a438679776d222e997606b3,f457c46070d02cadd8a68551231220dd,2018-01-31 02:57:43,100.0,12.83
8a903d20555a91edeffd6eab45743f26,1,f2af004352a06a99dca765596240cbc3,f4aba7c0bca51484c30ab7bdc34bcdd1,2017-02-03 11:44:24,23.89,20.0
8abd0f2c3a61336c2ee97b2785175332,1,c3fb02b29695e526cd3988bdd55ba013,7a67c85e85bb2ce8582c35f2203ad736,2018-04-25 13:33:22,29.99,11.15
8ad1b8de29d062bae836bc7d2cedc391,1,af0d0d1521e30e05b1cfc77192c685b6,6e85dc5ecd97a61094b89b046a509d8e,2017-05-19 01:10:24,169.9,12.69
8aec3a066f732dd927ec8fef1752415b,1,0693bcecfea57f2ad547d1ff56c7d9ea,cfb1a033743668a192316f3c6d1d2671,2017-05-18 09:55:22,15.9,16.11
8afada74ea69f220081870b340ddde98,1,1fa784d8744e3ed625d8651ddb15e33b,afe0067131b73e40875c9b6c10bd2e21,2017-05-18 20:15:09,139.9,21.47
8b0128d6fee114eb818400897a13c6e7,1,170b033abb14ccc92a21b95dba58fa90,aced59e9b31ef866a94f9e7f29d8d418,2017-08-03 15:05:17,29.0,8.72
8b1956ed3dc60c9bfa629f6e215fd306,1,7c1bd920dbdf22470b68bde975dd3ccf,cc419e0650a3c5ba77189a1882b7556a,2018-08-24 10:35:25,58.99,7.67
8b2098d15b08a80b4d24395b44cb2a42,1,c5fb7fbe39f4e09e048ffbc5b28db49a,612170e34b97004b3ba37eae81836b4c,2018-08-23 11:30:17,44.9,13.65
8b24829dfa451bddb16a1f79eb144d46,1,89e4362d74afa10ac57f8d67210132a6,dbc22125167c298ef99da25668e1011f,2018-05-04 18:55:21,89.9,13.75
8b29c8a606c98ea835750427eeb92ae2,1,85f32a430567418e5a6a480a12067e9b,77530e9772f57a62c906e1c21538ab82,2017-12-18 03:54:27,129.0,18.15
8b43a48f7c3254d79efa87d9d4b68578,1,70ef02956d1b9d6a8b1aa4f7b206e210,218d46b86c1881d022bce9c68a7d4b15,2018-01-29 00:56:07,107.0,13.77
8b486b19bcb4db26c3e24a6e6d4e2e39,1,d6fe3b4ddecd4a8393c6a1385de3bfb6,7c67e1448b00f6e969d365cea6b010ab,2018-04-10 17:30:22,186.97,38.95
8b486b19bcb4db26c3e24a6e6d4e2e39,2,d6fe3b4ddecd4a8393c6a1385de3bfb6,7c67e1448b00f6e969d365cea6b010ab,2018-04-10 17:30:22,186.97,38.95
8b486b19bcb4db26c3e24a6e6d4e2e39,3,a5647c44af977b148e0a3a4751a09e2e,7c67e1448b00f6e969d365cea6b010ab,2018-04-10 17:30:22,159.94,7.49
8b486b19bcb4db26c3e24a6e6d4e2e39,4,d6fe3b4ddecd4a8393c6a1385de3bfb6,7c67e1448b00f6e969d365cea6b010ab,2018-04-10 17:30:22,186.97,38.95
8b486b19bcb4db26c3e24a6e6d4e2e39,5,d6fe3b4ddecd4a8393c6a1385de3bfb6,7c67e1448b00f6e969d365cea6b010ab,2018-04-10 17:30:22,186.97,38.95
8b50d4c9560cac1625c6fd9f536fc780,1,1b01cabd433131aec917576c347f0dbd,2bf6a2c1e71bbd29a4ad64e6d3c3629f,2018-05-02 21:30:24,1700.0,30.87
8b5a08df8e19cb41fe82bc319d30e0c6,1,354a74f657f4d957f2a0e5b9ee1eeb7f,c3cfdc648177fdbbbb35635a37472c53,2017-03-13 11:55:19,269.9,30.35
8b764472a3c75a91699bf9a06df43031,1,44e086c4a977f37a888627b43880586c,f5a590cf36251cf1162ea35bef76fe84,2018-03-28 14:48:42,59.0,18.29
8b888647a2115442e3a034d649699df7,1,f9088946a1127f1713187e8d1e0921c2,ba6b68b55fe8704377a7d43c8e5c0185,2017-06-08 14:42:21,79.99,16.81
8ba27d0eebcbab5fb3680d1fa19f7657,1,dc881ef926ca402063ea142afc83874c,7aa4334be125fcdd2ba64b3180029f14,2017-07-21 06:43:14,87.99,13.64
8bd56cbba10cec53a49503a4377ce707,1,334995514673fb6bae67885458b52984,53e4c6e0f4312d4d2107a8c9cddf45cd,2017-05-16 17:25:24,13.99,9.34
8be192b8116fd3957c5218c2ec049943,1,6421588f55f75de28cb3357e07723d14,1900267e848ceeba8fa32d80c1a5f5a8,2018-04-03 17:28:05,69.0,23.06
8bf374450911ac76af4ba0a4f1233d0e,1,0a74b9407eaec9d6c760a1e92c10d96c,f41ce2e25237f9092cd8e6e7516c7a2f,2017-10-19 12:56:16,90.0,9.44
8bf6956999b0861c3191773f28806f40,1,53b36df67ebb7c41585e8d54d6772e08,7d13fca15225358621be4086e1eb0964,2018-05-10 04:11:39,99.9,0.0
8bfc63af64083bd9e303d2732bd62470,1,2e80de39baa315ca5657caf93b47593b,a3f0b55de503387383c7b1de3ad7f678,2017-10-17 18:35:48,189.9,49.94
8c0921d37402722b282083329db79f9b,1,bfbce14d1a7118b0c233a35617ec2830,827f8f69dfa529c561901c4f2e0f332f,2017-04-19 16:22:23,64.9,22.84
8c0921d37402722b282083329db79f9b,2,da8faea5f69f03fce4dfc01ceee4f1dd,827f8f69dfa529c561901c4f2e0f332f,2017-04-19 16:22:23,64.99,18.96
8c0badb93d803736320343323266425b,1,c0350d6ac413eda4641bf92ab687f1b5,f214d28e8d8e3ef068748498ccc2f813,2017-08-24 19:50:18,49.99,7.78
8c23f60e51f9e3aec7d9e0c07fa3d8f1,1,ff7c7524d5f9a8386ab27088ec03c1fb,259f7b5e6e482c230e5bfaa670b6bb8f,2018-03-08 19:48:46,39.9,16.6
8c27da2e91c92bdf51f131d0d24d9af7,1,c7fd13b5e515bffdab855d0812842edb,1025f0e2d44d7041d6cf58b6550e0bfa,2018-05-11 09:31:31,40.0,13.52
8c27da2e91c92bdf51f131d0d24d9af7,2,c7fd13b5e515bffdab855d0812842edb,1025f0e2d44d7041d6cf58b6550e0bfa,2018-05-11 09:31:31,40.0,13.52
8c2ce23c23c5fb37140ee0a5462e4e53,1,5fc3e6a4b52b0c414458104ed4037f1c,229c3efbfb0ea2058de4ccdfbc3d784a,2017-05-15 15:30:23,89.0,17.06
8c389c12aa23b689926d20a01729206d,1,fb55982be901439613a95940feefd9ee,3d871de0142ce09b7081e2b9d1733cb1,2018-03-14 20:28:46,79.0,14.64
8c3c24873cc500e0003c7131265558da,1,422879e10f46682990de24d770e7f83d,1f50f920176fa81dab994f9023523100,2018-01-04 08:12:30,49.9,13.43
8c3c24873cc500e0003c7131265558da,2,422879e10f46682990de24d770e7f83d,1f50f920176fa81dab994f9023523100,2018-01-04 08:12:30,49.9,13.43
8c49dc4a643a15ef1db44391d2034366,1,f8c52581d99477033b6cfa2da771e101,b16d3dadc47d4eb18be3d88bad0775ce,2018-07-30 21:10:09,34.9,15.34
8c4d95230ea6b65fa945b79cf07ac312,1,0d85c435fd60b277ffb9e9b0f88f927a,f457c46070d02cadd8a68551231220dd,2018-04-05 10:55:21,72.0,13.62
8c5c95d76d1bd802cde533288848d786,1,3fca280b9c1738d8d7996c7373d3ecee,e0a366315b1b726b6c7832d664c0f530,2018-01-25 12:50:59,54.9,16.14
